"","WBID","whole_dataset_TPM","vector_average_TPM"
"1","WBGene00168698",0.000132417474050967,0.000482947726232651
"2","WBGene00019290",0.968942657840353,0.835137439903132
"3","WBGene00013897",0.562435770913339,0.477349471471101
"4","WBGene00168690",0.0031809187496539,0.00130730509170553
"5","WBGene00201539",0.000950782979663477,0.000728560406526265
"6","WBGene00201538",0.0214991747650506,0.0235629840106633
"7","WBGene00046030",0.00763198614379052,0.00747532859286215
"8","WBGene00019295",54.0877287990684,53.4984640255472
"9","WBGene00201531",0.00170172817061706,0.00288511156427957
"10","WBGene00046039",0.00288154504826548,0.00688135130043513
"11","WBGene00019297",0.0105770903591588,0.0107096478726404
"12","WBGene00164997",0.00116266400906982,0.000971613383706346
"13","WBGene00019296",382.846046616048,381.621208100202
"14","WBGene00164991",0.000385478693820558,0
"15","WBGene00168524",0.00162778350220362,0.00122070625941512
"16","WBGene00168526",0.00167032026018181,0.00285729840145637
"17","WBGene00050281",0.00488244522146185,0.00324229893447592
"18","WBGene00050280",0.0125896706739227,0.00952906755550091
"19","WBGene00050286",0.000149442906637429,0.000836441806402513
"20","WBGene00197278",0.000795353477002993,0.000353557062993786
"21","WBGene00197279",0.00932244717993121,0.0112077969208849
"22","WBGene00022983",1.02069036415653,0.829938048251077
"23","WBGene00022982",0.00493217359251942,0.00239088969608413
"24","WBGene00165110",0.000146429632186608,0.000493745812640512
"25","WBGene00022987",0.00033052727390751,0
"26","WBGene00022986",0.00410989449733676,0.00733605595459831
"27","WBGene00165114",0.000452940996858094,0.000406993643220244
"28","WBGene00171086",0.000733863053341528,0.0002804548023797
"29","WBGene00045078",9.88972816538588,9.31885363179034
"30","WBGene00045074",0.049644571470755,0.0459520176909621
"31","WBGene00045071",0.03809484761882,0.0270799527357849
"32","WBGene00016188",17.3858048939727,15.5569565282959
"33","WBGene00016189",0.789451676396333,0.699104889634828
"34","WBGene00197899",0.0220194698163285,0.0261065821987504
"35","WBGene00016180",5.63134708759266,5.87130753040489
"36","WBGene00016181",0.566325344199213,0.510937966829811
"37","WBGene00016182",348.381218798096,394.85054040038
"38","WBGene00016184",0.831372013749481,0.76252654631891
"39","WBGene00197893",0.00962097958855378,0.0122113906862212
"40","WBGene00197890",0.000213760359117156,0.00044314187675704
"41","WBGene00016187",0.286569490957816,0.207061510660087
"42","WBGene00198975",0.20770258150645,0.187188771873323
"43","WBGene00019202",0.021839262139782,0.0231333917530097
"44","WBGene00019203",27.7889902896452,26.4624197036049
"45","WBGene00019200",1.11293848334065,1.02864912106654
"46","WBGene00019207",44.6753839589459,46.9785021154186
"47","WBGene00019204",2.765357446368,2.95041818235489
"48","WBGene00019205",16.0488324840251,15.723937741233
"49","WBGene00019209",223.620888500939,227.594003100883
"50","WBGene00016452",19.2287519209197,17.05618203901
"51","WBGene00016453",2.73410379699725,2.46886846697878
"52","WBGene00016450",3.86460641722537,3.12069184626784
"53","WBGene00016451",0.289501314541219,0.290045305989119
"54","WBGene00016456",1.47769590216369,1.2204938166683
"55","WBGene00016457",12.4359423569173,11.8323336683624
"56","WBGene00016454",3.20575804110428,2.78097619851671
"57","WBGene00016455",0.0643951137141388,0.0638095348143084
"58","WBGene00016458",6.19669461918166,5.15797744891522
"59","WBGene00016459",0.161456432120291,0.133137539342944
"60","WBGene00044305",38.8468255234944,39.7412683144144
"61","WBGene00044304",1.02180285150962,1.0127076396806
"62","WBGene00044307",0.0120788561242864,0.00988784893723875
"63","WBGene00044306",0.0148618324942298,0.0110174684595554
"64","WBGene00044301",1.21595750697559,1.1154213878203
"65","WBGene00044300",0.0127852873552959,0.0122946760324878
"66","WBGene00044303",0.205194084740908,0.181017054407796
"67","WBGene00003859",0.301319896228462,0.26984530668379
"68","WBGene00007775",0.626886161117321,0.548840025979142
"69","WBGene00021519",0.151712727268029,0.100908616973112
"70","WBGene00021518",11.5987126025594,9.13138789114035
"71","WBGene00021515",6.0182701014944,5.67396318333145
"72","WBGene00021514",70.1659816476805,66.3930273804893
"73","WBGene00021517",0.235159826984899,0.10424968565886
"74","WBGene00021516",2.79717043891926,2.59000544363031
"75","WBGene00021511",0.608969565136724,0.615520231191251
"76","WBGene00003856",0.244601438057602,0.198274980464211
"77","WBGene00021513",0.0144101688361521,0.011330497777814
"78","WBGene00021512",30.4422879651461,30.305813636756
"79","WBGene00003850",1.36563341100535,1.26333960336017
"80","WBGene00003851",32.8215135368338,31.4789910861541
"81","WBGene00010704",1.43697966660951,1.38485035463578
"82","WBGene00199613",0.00420874334126732,0.00409919793850947
"83","WBGene00167402",0.00382486317526524,0.00580945154987746
"84","WBGene00199363",0.0221008497624984,0.0224639924737674
"85","WBGene00199360",0.0167160922582446,0.0170376339848944
"86","WBGene00199366",0.00335027496940593,0.00415423576088975
"87","WBGene00199364",0.000797093227521895,0.000277247493274553
"88","WBGene00199365",0.00208458582298881,0.00104987307790054
"89","WBGene00199368",0.000426270849243801,0
"90","WBGene00165720",0.0254867209955451,0.0281680314709074
"91","WBGene00022326",1.86501232206318,1.42757126950782
"92","WBGene00023119",0.118276522100491,0.110060280104074
"93","WBGene00023118",0.00180390617024787,0.00196736487271698
"94","WBGene00023117",0.0015053356040151,0.00164123854409899
"95","WBGene00023116",0.00598418812624616,0.00789482444903289
"96","WBGene00023115",0.00670180183421283,0.00641406822194848
"97","WBGene00171431",0.00125948179478017,0.00125735302802664
"98","WBGene00171436",0.0018220304686022,0.0018685073789806
"99","WBGene00173361",0.00393896917253367,0.00589922751199988
"100","WBGene00173366",0.00133535774864449,0.00116389241675979
"101","WBGene00173365",0.000469548699314103,0
"102","WBGene00022796",0.130111969136835,0.112246123271286
"103","WBGene00022797",13.1789313971799,10.9517846677737
"104","WBGene00022794",6.84234797437485,5.88367300796553
"105","WBGene00006865",0.907980393752677,0.920202998716255
"106","WBGene00006862",13.5307892299717,12.8632763345441
"107","WBGene00006863",71.886461346804,73.2248073076983
"108","WBGene00022790",0.297980488140618,0.263489039553076
"109","WBGene00022791",217.999250649994,216.755895778496
"110","WBGene00006868",166.85689911125,170.821544633722
"111","WBGene00022799",0.127846169953145,0.140201431365173
"112","WBGene00167176",0.00628812968477346,0.0074369258780807
"113","WBGene00007407",0.0238167583742106,0.0230799129552492
"114","WBGene00003987",0.824402410760618,0.701683713221966
"115","WBGene00007405",20.4479563119825,18.5476901472051
"116","WBGene00007404",0.45088305361198,0.390960189065545
"117","WBGene00003982",183.002466691658,186.645209595134
"118","WBGene00003983",0.319845836208208,0.204730809735292
"119","WBGene00003980",3.18495479786729,2.9280809231556
"120","WBGene00003981",3.54511015894542,3.55469230555488
"121","WBGene00007409",0.752196171386931,0.713270879963673
"122","WBGene00003989",2755.82394366164,2775.12179456351
"123","WBGene00022989",0.00458949311852774,0.00335223809251643
"124","WBGene00202419",0.0148866339186534,0.00916477386909538
"125","WBGene00022988",0.022718034730536,0.0169462416966403
"126","WBGene00006790",0.11554982484036,0.104294657743976
"127","WBGene00202410",0.0106801365957711,0.00534413683522382
"128","WBGene00202415",0.00475774700886883,0.00285070107598368
"129","WBGene00202417",0.00254937935343562,0.00481385782283968
"130","WBGene00001580",111.516078644161,104.362437741004
"131","WBGene00001581",12.2660540427433,13.3669654432632
"132","WBGene00001582",93.3199705200774,86.5884016804467
"133","WBGene00001583",9.0095641954184,8.53886859461872
"134","WBGene00001584",53.6316023902226,50.3092687096917
"135","WBGene00001585",39.2549040244596,35.2847700676584
"136","WBGene00001586",0.539880455986477,0.485224594405822
"137","WBGene00001587",0.125481087580693,0.0957195423238779
"138","WBGene00001588",0.564790717857424,0.571273658013267
"139","WBGene00001589",45.8990425321132,45.0887935045639
"140","WBGene00165112",0.000274610752396095,0
"141","WBGene00172187",0.00277882238655135,0.000570267327802602
"142","WBGene00198252",0.00686230159083069,0.00833836908167674
"143","WBGene00050132",0.00865626998186418,0.0117109052171118
"144","WBGene00172189",0.00254884715081635,0.000653482065231375
"145","WBGene00197276",0.0040256738543779,0.000650801927053344
"146","WBGene00002583",52.2601403450409,53.8586902518273
"147","WBGene00197277",0.013445828643933,0.00866873272305821
"148","WBGene00168379",0.00400029075959143,0.00370627549428261
"149","WBGene00000987",5.17656834279391,9.75784056644295
"150","WBGene00000986",0.25043018624689,0.161575524463039
"151","WBGene00000985",12.3883463144442,11.5372664713452
"152","WBGene00000984",17.404193735293,17.4796076947456
"153","WBGene00000983",1.93392116567611,1.63659909730197
"154","WBGene00000982",14.2004584071839,13.3381699283432
"155","WBGene00000981",4.79884311504596,3.9342186511905
"156","WBGene00000980",5.15175019246255,5.38930384382444
"157","WBGene00000989",0.827337856065778,0.693021197769599
"158","WBGene00000988",55.0309374152606,63.4115693828194
"159","WBGene00002637",34.4208134701614,29.4218909489781
"160","WBGene00002632",15.756991919613,15.0794056142423
"161","WBGene00171981",0.00023498458126742,0.000583902446698862
"162","WBGene00014160",0.00392255303420546,0.00145623160118561
"163","WBGene00014161",0.203504151337473,0.172571356153686
"164","WBGene00014163",153.122977267441,153.862827642477
"165","WBGene00014164",9.33488784588801,8.50701879318065
"166","WBGene00014165",42.4581313201949,45.1856796581353
"167","WBGene00014166",2.64087386262141,2.88929719480979
"168","WBGene00014168",0.163751900358266,0.136130610852295
"169","WBGene00014169",0.259181666409988,0.22632337511216
"170","WBGene00000671",10.0505237543855,9.20335834630365
"171","WBGene00000670",155.130709879165,153.712122343457
"172","WBGene00000673",479.301198828414,529.928543328015
"173","WBGene00000672",1.83201805590715,1.4433607800487
"174","WBGene00000675",876.87641018616,911.101299469117
"175","WBGene00000674",0.204757667217395,0.238483462770962
"176","WBGene00018809",0.178168343018206,0.171763310256662
"177","WBGene00000676",0.00154329304415921,0.000255926797827199
"178","WBGene00000679",0.00774355703066832,0.00747545163159348
"179","WBGene00018806",92.80727179671,97.9625680003916
"180","WBGene00018805",1.11660237844086,1.12841409957056
"181","WBGene00018804",1.42660319480137,1.25532167431134
"182","WBGene00018803",1.06645579755445,0.720001164999277
"183","WBGene00018802",19.04529617108,18.8032319385736
"184","WBGene00005009",49.1300501039526,50.3779423200371
"185","WBGene00005008",32.5909634175357,30.9713655133781
"186","WBGene00005001",11.6350509085381,11.7822705250485
"187","WBGene00005000",11.2356410614341,10.3830694948203
"188","WBGene00005003",30.0049501906269,24.8730726921589
"189","WBGene00005002",439.742279934188,406.050352213696
"190","WBGene00005005",0.0018333188794756,0.00252297022079028
"191","WBGene00005004",0.325749836102183,0.320926133889155
"192","WBGene00005007",215.835077132511,221.134142530807
"193","WBGene00005006",12.5944713161432,12.3129669936896
"194","WBGene00047309",0.0122007881343518,0.00793652339579282
"195","WBGene00047307",0.00233143032379756,0.00140085276298791
"196","WBGene00022248",23.1885397687169,22.7179355549685
"197","WBGene00201338",0.011087317438683,0.0144622928799053
"198","WBGene00201331",0.00065597097799062,0.000492402337674468
"199","WBGene00201335",0.011946726126952,0.00888520786058015
"200","WBGene00201336",0.00182107271981939,0.00213061216707632
"201","WBGene00015691",14.1437559254606,13.5389277175252
"202","WBGene00011531",12.9210121979731,12.0810121530076
"203","WBGene00015693",3.81346995616413,3.31665459887326
"204","WBGene00011533",0.0265384665979216,0.0229252708203675
"205","WBGene00011534",0.00906439543328338,0.00740322061228158
"206","WBGene00015694",0.497344172185747,0.37726022359854
"207","WBGene00011536",0.0594330395471713,0.0336115238098329
"208","WBGene00015696",0.0606049053672072,0.0469818281417341
"209","WBGene00011538",37.1202757312123,34.0275558775053
"210","WBGene00011539",0.0171047139064526,0.0131871729724503
"211","WBGene00174589",0.00181178619096486,0.00109484914642933
"212","WBGene00043534",0.230979962626304,0.211121598231834
"213","WBGene00004356",62.0749363194356,54.7114828758632
"214","WBGene00004357",1048.2501827371,1033.45116321482
"215","WBGene00004354",11.7157373645541,11.227689993613
"216","WBGene00004355",45.9267939623361,43.8483442830829
"217","WBGene00004352",41.406365213467,41.6388687328746
"218","WBGene00004353",0.995230405400396,1.07777033488403
"219","WBGene00004350",19.7046638522149,19.0296739081083
"220","WBGene00169639",0.00227080566757965,0.00373547623351039
"221","WBGene00004358",43.3561631452728,48.0159961811403
"222","WBGene00004359",0.146090785249591,0.132862093740774
"223","WBGene00015349",19.0386022812779,17.6538173652137
"224","WBGene00015348",0.753551153210042,0.648101281620542
"225","WBGene00018119",0.0736866948396447,0.0645044799621539
"226","WBGene00018118",28.7925817729099,28.671817599211
"227","WBGene00018115",0.382149687233051,0.353572650402023
"228","WBGene00018114",0.052153979975178,0.0502703022399801
"229","WBGene00018117",44.951076344229,46.522801174538
"230","WBGene00015340",0.194012824631983,0.133739182069999
"231","WBGene00018111",0.0843566699375137,0.0665210070785422
