mets,rxn1,rxn2,type,maxCosine,cosines,formula1,formula2
accoa[c],RCC0096,RCC0098,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] 
accoa[c],RCC0096,RCC0103,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] 
accoa[c],RCC0096,RCC0104,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] 
accoa[c],RCC0096,RCC0106,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] 
accoa[c],RCC0096,RCC0107,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa17c9coa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa11c3coa[c] 
accoa[c],RCC0096,RCC0125,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + lgnccoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + stcoa[c] 
accoa[c],RCC0096,RCC0126,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + stcoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + pmtcoa[c] 
accoa[c],RCC0096,RC00238,P/C,0.0199528372271831,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,2 accoa[c]  <=> coa[c] + aacoa[c] 
accoa[c],RCC0096,RC03552,P/C,0.0326486564923809,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,accoa[c] + Nlys[c]  <=> h[c] + coa[c] + Naclys[c] 
accoa[c],RCC0096,RCC0206,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + ascr3coa[c]  -> h[c] + nadh[c] + accoa[c] + ascr1coa[c] 
accoa[c],RCC0096,RCC0213,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,12 h2o[c] + 12 nad[c] + 12 coa[c] + 12 o2[c] + 27ascfa27p0coa[c]  -> 12 h[c] + 12 nadh[c] + 12 accoa[c] + 12 h2o2[c] + ascr5coa[c] 
accoa[c],RCC0096,RCC0218,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,8 h2o[c] + 8 nad[c] + 8 coa[c] + 8 o2[c] + 26ascfa27p0coa[c]  -> 8 h[c] + 8 nadh[c] + 8 accoa[c] + 8 h2o2[c] + ascr18coa[c] 
accoa[c],RCC0096,RCC0226,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + 2 o2[c] + eicostetcoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + 2 h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + ascr18coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + ascr10coa[c] 
accoa[c],RCC0097,RCC0098,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] 
accoa[c],RCC0097,RCC0103,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] 
accoa[c],RCC0097,RCC0104,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] 
accoa[c],RCC0097,RCC0106,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] 
accoa[c],RCC0097,RCC0107,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa17c9coa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa11c3coa[c] 
accoa[c],RCC0097,RCC0125,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + lgnccoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + stcoa[c] 
accoa[c],RCC0097,RCC0126,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + stcoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + pmtcoa[c] 
accoa[c],RCC0097,RC00238,P/C,0.0199528372271831,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,2 accoa[c]  <=> coa[c] + aacoa[c] 
accoa[c],RCC0097,RC03552,P/C,0.0326486564923809,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,accoa[c] + Nlys[c]  <=> h[c] + coa[c] + Naclys[c] 
accoa[c],RCC0097,RCC0206,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,h2o[c] + nad[c] + coa[c] + ascr3coa[c]  -> h[c] + nadh[c] + accoa[c] + ascr1coa[c] 
accoa[c],RCC0097,RCC0213,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,12 h2o[c] + 12 nad[c] + 12 coa[c] + 12 o2[c] + 27ascfa27p0coa[c]  -> 12 h[c] + 12 nadh[c] + 12 accoa[c] + 12 h2o2[c] + ascr5coa[c] 
accoa[c],RCC0097,RCC0218,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,8 h2o[c] + 8 nad[c] + 8 coa[c] + 8 o2[c] + 26ascfa27p0coa[c]  -> 8 h[c] + 8 nadh[c] + 8 accoa[c] + 8 h2o2[c] + ascr18coa[c] 
accoa[c],RCC0097,RCC0226,P/P,NaN,,4 h2o[c] + 4 nad[c] + 2 nadph[c] + 4 coa[c] + 3 o2[c] + fa16p4n3coa[c]  -> 2 h[c] + 4 nadh[c] + 2 nadp[c] + 4 accoa[c] + 3 h2o2[c] + fa8p1n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + ascr18coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + ascr10coa[c] 
accoa[c],RCC0098,RCC0103,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] 
accoa[c],RCC0098,RCC0104,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] 
accoa[c],RCC0098,RCC0106,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] 
accoa[c],RCC0098,RCC0107,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa17c9coa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa11c3coa[c] 
accoa[c],RCC0098,RCC0125,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + lgnccoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + stcoa[c] 
accoa[c],RCC0098,RCC0126,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + stcoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + pmtcoa[c] 
accoa[c],RCC0098,RC00238,P/C,0.0199528372271831,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,2 accoa[c]  <=> coa[c] + aacoa[c] 
accoa[c],RCC0098,RC03552,P/C,0.0326486564923809,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,accoa[c] + Nlys[c]  <=> h[c] + coa[c] + Naclys[c] 
accoa[c],RCC0098,RCC0206,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + ascr3coa[c]  -> h[c] + nadh[c] + accoa[c] + ascr1coa[c] 
accoa[c],RCC0098,RCC0213,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,12 h2o[c] + 12 nad[c] + 12 coa[c] + 12 o2[c] + 27ascfa27p0coa[c]  -> 12 h[c] + 12 nadh[c] + 12 accoa[c] + 12 h2o2[c] + ascr5coa[c] 
accoa[c],RCC0098,RCC0218,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,8 h2o[c] + 8 nad[c] + 8 coa[c] + 8 o2[c] + 26ascfa27p0coa[c]  -> 8 h[c] + 8 nadh[c] + 8 accoa[c] + 8 h2o2[c] + ascr18coa[c] 
accoa[c],RCC0098,RCC0226,P/P,NaN,,2 h2o[c] + 2 nad[c] + 2 coa[c] + o2[c] + tmndnccoa[c]  -> 2 h[c] + 2 nadh[c] + 2 accoa[c] + h2o2[c] + fa16p4n3coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + ascr18coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + ascr10coa[c] 
accoa[c],RCC0103,RCC0104,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] 
accoa[c],RCC0103,RCC0106,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] 
accoa[c],RCC0103,RCC0107,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa17c9coa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa11c3coa[c] 
accoa[c],RCC0103,RCC0125,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + lgnccoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + stcoa[c] 
accoa[c],RCC0103,RCC0126,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + stcoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + pmtcoa[c] 
accoa[c],RCC0103,RC00238,P/C,0.0199528372271831,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,2 accoa[c]  <=> coa[c] + aacoa[c] 
accoa[c],RCC0103,RC03552,P/C,0.0326486564923809,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,accoa[c] + Nlys[c]  <=> h[c] + coa[c] + Naclys[c] 
accoa[c],RCC0103,RCC0206,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,h2o[c] + nad[c] + coa[c] + ascr3coa[c]  -> h[c] + nadh[c] + accoa[c] + ascr1coa[c] 
accoa[c],RCC0103,RCC0213,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,12 h2o[c] + 12 nad[c] + 12 coa[c] + 12 o2[c] + 27ascfa27p0coa[c]  -> 12 h[c] + 12 nadh[c] + 12 accoa[c] + 12 h2o2[c] + ascr5coa[c] 
accoa[c],RCC0103,RCC0218,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,8 h2o[c] + 8 nad[c] + 8 coa[c] + 8 o2[c] + 26ascfa27p0coa[c]  -> 8 h[c] + 8 nadh[c] + 8 accoa[c] + 8 h2o2[c] + ascr18coa[c] 
accoa[c],RCC0103,RCC0226,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa17p0isocoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa15p0isocoa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + ascr18coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + ascr10coa[c] 
accoa[c],RCC0104,RCC0106,P/P,NaN,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] 
accoa[c],RCC0104,RCC0107,P/P,NaN,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa17c9coa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa11c3coa[c] 
accoa[c],RCC0104,RCC0125,P/P,NaN,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + lgnccoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + stcoa[c] 
accoa[c],RCC0104,RCC0126,P/P,NaN,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + stcoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + pmtcoa[c] 
accoa[c],RCC0104,RC00238,P/C,0.0199528372271831,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,2 accoa[c]  <=> coa[c] + aacoa[c] 
accoa[c],RCC0104,RC03552,P/C,0.0326486564923809,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,accoa[c] + Nlys[c]  <=> h[c] + coa[c] + Naclys[c] 
accoa[c],RCC0104,RCC0206,P/P,NaN,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,h2o[c] + nad[c] + coa[c] + ascr3coa[c]  -> h[c] + nadh[c] + accoa[c] + ascr1coa[c] 
accoa[c],RCC0104,RCC0213,P/P,NaN,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,12 h2o[c] + 12 nad[c] + 12 coa[c] + 12 o2[c] + 27ascfa27p0coa[c]  -> 12 h[c] + 12 nadh[c] + 12 accoa[c] + 12 h2o2[c] + ascr5coa[c] 
accoa[c],RCC0104,RCC0218,P/P,NaN,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,8 h2o[c] + 8 nad[c] + 8 coa[c] + 8 o2[c] + 26ascfa27p0coa[c]  -> 8 h[c] + 8 nadh[c] + 8 accoa[c] + 8 h2o2[c] + ascr18coa[c] 
accoa[c],RCC0104,RCC0226,P/P,NaN,,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa15p0isocoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa9p0isocoa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + ascr18coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + ascr10coa[c] 
accoa[c],RCC0106,RCC0107,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + fa17c9coa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + fa11c3coa[c] 
accoa[c],RCC0106,RCC0125,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,3 h2o[c] + 3 nad[c] + 3 coa[c] + 3 o2[c] + lgnccoa[c]  -> 3 h[c] + 3 nadh[c] + 3 accoa[c] + 3 h2o2[c] + stcoa[c] 
accoa[c],RCC0106,RCC0126,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + stcoa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + pmtcoa[c] 
accoa[c],RCC0106,RC00238,P/C,0.0199528372271831,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,2 accoa[c]  <=> coa[c] + aacoa[c] 
accoa[c],RCC0106,RC03552,P/C,0.0326486564923809,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,accoa[c] + Nlys[c]  <=> h[c] + coa[c] + Naclys[c] 
accoa[c],RCC0106,RCC0206,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,h2o[c] + nad[c] + coa[c] + ascr3coa[c]  -> h[c] + nadh[c] + accoa[c] + ascr1coa[c] 
accoa[c],RCC0106,RCC0213,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,12 h2o[c] + 12 nad[c] + 12 coa[c] + 12 o2[c] + 27ascfa27p0coa[c]  -> 12 h[c] + 12 nadh[c] + 12 accoa[c] + 12 h2o2[c] + ascr5coa[c] 
accoa[c],RCC0106,RCC0218,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,8 h2o[c] + 8 nad[c] + 8 coa[c] + 8 o2[c] + 26ascfa27p0coa[c]  -> 8 h[c] + 8 nadh[c] + 8 accoa[c] + 8 h2o2[c] + ascr18coa[c] 
accoa[c],RCC0106,RCC0226,P/P,NaN,,h2o[c] + nad[c] + coa[c] + o2[c] + fa19c11coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + fa17c9coa[c] ,h2o[c] + nad[c] + coa[c] + o2[c] + ascr18coa[c]  -> h[c] + nadh[c] + accoa[c] + h2o2[c] + ascr10coa[c] 
