"","RNAiID","batchID","RNAi_geneName","RNAi_WBID","isICEL","isMetabolic","isValidRNAi","isHighConfiRNAi","WT_TPM","N_DE","isResponsive","N_DE_targetExcluded"
"117877","x.K05B2.4 met4_lib2","met4_lib2","K05B2.4","WBGene00019404",TRUE,TRUE,TRUE,FALSE,0.236882572991599,0,FALSE,0
"117878","x.acy_2 met4_lib2","met4_lib2","acy-2","WBGene00000069",TRUE,FALSE,TRUE,FALSE,0.445931486348036,0,FALSE,0
"117879","x.hosl_1 met4_lib2","met4_lib2","hosl-1","WBGene00016704",TRUE,TRUE,TRUE,FALSE,4.91321931315383,0,FALSE,0
"117880","x.pde_4 met4_lib2","met4_lib2","pde-4","WBGene00020114",TRUE,TRUE,TRUE,FALSE,17.7206086997813,0,FALSE,0
"117881","x.gcy_12 met4_lib3","met4_lib3","gcy-12","WBGene00001538",TRUE,FALSE,TRUE,FALSE,2.55826841008474,0,FALSE,0
"117882","x.ndx_6 met4_lib3","met4_lib3","ndx-6","WBGene00003583",TRUE,TRUE,TRUE,FALSE,21.2452242323922,0,FALSE,0
"117883","x.VECTORLIKE_F58F9.1 met4_lib3","met4_lib3","VECTORLIKE-F58F9.1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117884","x.pde_1 met4_lib3","met4_lib3","pde-1","WBGene00011433",TRUE,TRUE,TRUE,FALSE,1.48855796828568,0,FALSE,0
"117885","x.VECTORLIKE_acy_1 met4_lib4","met4_lib4","VECTORLIKE-acy-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117886","x.cdd_1 met4_lib5","met4_lib5","cdd-1","WBGene00000391",TRUE,TRUE,TRUE,FALSE,0.990931690511023,0,FALSE,0
"117887","x.bus_18 met4_lib5","met4_lib5","bus-18","WBGene00044631",TRUE,TRUE,TRUE,FALSE,0.402675739395838,0,FALSE,0
"117888","x.pamn_1 met4_lib5","met4_lib5","pamn-1","WBGene00020556",FALSE,TRUE,TRUE,FALSE,2.5190665068443,0,FALSE,0
"117889","x.dhp_2 met4_lib6","met4_lib6","dhp-2","WBGene00000964",TRUE,TRUE,TRUE,FALSE,1.39376727749608,0,FALSE,0
"117890","x.ndx_2 met4_lib6","met4_lib6","ndx-2","WBGene00003579",TRUE,TRUE,TRUE,FALSE,3.18026996895132,0,FALSE,0
"117891","x.Y50E8A.6 met4_lib6","met4_lib6","Y50E8A.6","WBGene00013049",TRUE,TRUE,TRUE,FALSE,0.00487046821696682,0,FALSE,0
"117892","x.VECTORLIKE_folt_1 met5_lib1","met5_lib1","VECTORLIKE-folt-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117893","x.unc_25 met5_lib1","met5_lib1","unc-25","WBGene00006762",TRUE,TRUE,TRUE,FALSE,1.66955261301958,0,FALSE,0
"117894","x.F38B6.3 met5_lib1","met5_lib1","F38B6.3","WBGene00018173",FALSE,FALSE,TRUE,FALSE,0.195660167083488,0,FALSE,0
"117895","x.SHORT_mtm_3 met5_lib2","met5_lib2","SHORT-mtm-3",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117896","x.gcsh_1 met5_lib2","met5_lib2","gcsh-1","WBGene00008354",TRUE,TRUE,TRUE,FALSE,3.41555377119348,0,FALSE,0
"117897","x.ogdh_2 met5_lib3","met5_lib3","ogdh-2","WBGene00014098",TRUE,TRUE,TRUE,FALSE,148.059783212438,0,FALSE,0
"117898","x.mpst_4 met5_lib3","met5_lib3","mpst-4","WBGene00017387",TRUE,TRUE,TRUE,FALSE,0.106424874973381,0,FALSE,0
"117899","x.SHORT_alh_3 met5_lib5","met5_lib5","SHORT-alh-3",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117900","x.mpst_7 met5_lib5","met5_lib5","mpst-7","WBGene00011307",TRUE,TRUE,TRUE,FALSE,0.78570247645427,0,FALSE,0
"117901","x.cbs_2 met5_lib5","met5_lib5","cbs-2","WBGene00018783",TRUE,TRUE,TRUE,FALSE,0.141278291116773,0,FALSE,0
"117902","x.F11G11.5 met5_lib6","met5_lib6","F11G11.5","WBGene00017385",FALSE,FALSE,TRUE,FALSE,136.645404966102,0,FALSE,0
"117903","x.mpst_3 met5_lib6","met5_lib6","mpst-3","WBGene00010383",TRUE,TRUE,TRUE,FALSE,2.05113684173076,0,FALSE,0
"117904","x.cysl_4 met5_lib6","met5_lib6","cysl-4","WBGene00019096",TRUE,TRUE,TRUE,FALSE,0.0278198787920734,0,FALSE,0
"117905","x.SHORT_metr_1 met5_lib6","met5_lib6","SHORT-metr-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117906","x.mpst_2 met5_lib6","met5_lib6","mpst-2","WBGene00010380",TRUE,TRUE,TRUE,FALSE,0.00604238310835351,0,FALSE,0
"117907","x.RCBVECTOR_atp_5 met6_lib2","met6_lib2","RCBVECTOR-atp-5",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117908","x.ocrl_1 met6_lib2","met6_lib2","ocrl-1","WBGene00007620",TRUE,TRUE,TRUE,FALSE,74.1027824356521,0,FALSE,0
"117909","x.cah_3 met6_lib2","met6_lib2","cah-3","WBGene00000281",TRUE,TRUE,TRUE,FALSE,51.6793371083164,0,FALSE,0
"117910","x.SHORT_fdps_1 met6_lib2","met6_lib2","SHORT-fdps-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117911","x.VECTORLIKE_F27D4.1 met6_lib2","met6_lib2","VECTORLIKE-F27D4.1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117912","x.gas_1 met6_lib3","met6_lib3","gas-1","WBGene00001520",TRUE,TRUE,TRUE,FALSE,137.19953131519,0,FALSE,0
"117913","x.mmab_1 met6_lib3","met6_lib3","mmab-1","WBGene00016144",TRUE,TRUE,TRUE,FALSE,25.798666118968,0,FALSE,0
"117914","x.idi_1 met6_lib3","met6_lib3","idi-1","WBGene00019460",TRUE,TRUE,TRUE,FALSE,20.2760216404537,0,FALSE,0
"117915","x.algn_12 met6_lib3","met6_lib3","algn-12","WBGene00022629",TRUE,TRUE,TRUE,FALSE,43.3318660437244,0,FALSE,0
"117916","x.RCBVECTOR_atp_3 met6_lib3","met6_lib3","RCBVECTOR-atp-3",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117917","x.F21C3.6 met6_lib3","met6_lib3","F21C3.6","WBGene00009005",FALSE,FALSE,TRUE,FALSE,0.109856916347127,0,FALSE,0
"117918","x.K08C9.1 met6_lib4","met6_lib4","K08C9.1","WBGene00010650",FALSE,FALSE,TRUE,FALSE,0.127685226728115,0,FALSE,0
"117919","x.coq_1 met6_lib4","met6_lib4","coq-1","WBGene00000761",TRUE,TRUE,TRUE,FALSE,62.7003306151729,0,FALSE,0
"117920","x.VECTORLIKE_jhdm_1 met6_lib4","met6_lib4","VECTORLIKE-jhdm-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117921","x.srg_32 met6_lib6","met6_lib6","srg-32","WBGene00005189",FALSE,FALSE,TRUE,FALSE,0.0465442162605585,0,FALSE,0
"117922","x.VECTORLIKE_T26E3.7 met6_lib6","met6_lib6","VECTORLIKE-T26E3.7",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117923","x.shpk_1 met7_lib1","met7_lib1","shpk-1","WBGene00012017",TRUE,TRUE,TRUE,FALSE,0.290436079032984,0,FALSE,0
"117924","x.R02D5.3 met7_lib1","met7_lib1","R02D5.3","WBGene00010977",FALSE,FALSE,TRUE,FALSE,5.40688428315281,0,FALSE,0
"117925","x.ZK1058.3 met7_lib2","met7_lib2","ZK1058.3","WBGene00014203",TRUE,TRUE,TRUE,FALSE,5.3522175032412,0,FALSE,0
"117926","x.Y17G7B.3 met7_lib2","met7_lib2","Y17G7B.3","WBGene00012459",TRUE,TRUE,TRUE,FALSE,2.32576419871931,0,FALSE,0
"117927","x.gale_1 met7_lib3","met7_lib3","gale-1","WBGene00008132",TRUE,TRUE,TRUE,FALSE,162.264485669117,0,FALSE,0
"117928","x.pck_3 met7_lib3","met7_lib3","pck-3","WBGene00019151",TRUE,TRUE,TRUE,FALSE,0.474661915011212,0,FALSE,0
"117929","x.polg_1 met7_lib3","met7_lib3","polg-1","WBGene00013258",TRUE,FALSE,TRUE,FALSE,5.34484226890517,0,FALSE,0
"117930","x.VECTORLIKE_gsy_1 met7_lib3","met7_lib3","VECTORLIKE-gsy-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117931","x.pgph_3 met7_lib3","met7_lib3","pgph-3","WBGene00016892",TRUE,TRUE,TRUE,FALSE,23.4584272495554,0,FALSE,0
"117932","x.Y71F9B.9 met7_lib4","met7_lib4","Y71F9B.9","WBGene00022130",TRUE,TRUE,TRUE,FALSE,1.15739989591471,0,FALSE,0
"117933","x.icl_1 met7_lib4","met7_lib4","icl-1","WBGene00001564",TRUE,TRUE,TRUE,FALSE,42.1351380963428,0,FALSE,0
"117934","x.bgal_1 met7_lib5","met7_lib5","bgal-1","WBGene00011832",TRUE,TRUE,TRUE,FALSE,4.15815963161238,0,FALSE,0
"117935","x.F41E6.5 met7_lib5","met7_lib5","F41E6.5","WBGene00018286",TRUE,TRUE,TRUE,FALSE,3.14431881361626,0,FALSE,0
"117936","x.VECTORLIKE_F26D11.1 met7_lib5","met7_lib5","VECTORLIKE-F26D11.1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117937","x.pfk_1.2 met7_lib5","met7_lib5","pfk-1.2","WBGene00008230",TRUE,TRUE,TRUE,FALSE,0.187108428357202,0,FALSE,0
"117938","x.VECTORLIKE_R151.2 met7_lib6","met7_lib6","VECTORLIKE-R151.2",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117939","x.bgal_2 met7_lib6","met7_lib6","bgal-2","WBGene00019225",TRUE,TRUE,TRUE,FALSE,2.2258648508327,0,FALSE,0
"117940","x.T21C9.6 met7_lib6","met7_lib6","T21C9.6","WBGene00011893",TRUE,TRUE,TRUE,FALSE,4.07323885927087,0,FALSE,0
"117941","x.MULTIPLE_chil_19_21 met7_lib6","met7_lib6","MULTIPLE-chil-19-21",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117942","x.moc_3 met8_lib1","met8_lib1","moc-3","WBGene00018357",TRUE,TRUE,TRUE,FALSE,13.8649938147522,0,FALSE,0
"117943","x.nit_1 met8_lib1","met8_lib1","nit-1","WBGene00014206",TRUE,TRUE,TRUE,FALSE,1.57981129673263,0,FALSE,0
"117944","x.SHORT_acs_6 met8_lib1","met8_lib1","SHORT-acs-6",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117945","x.trxr_2 met8_lib1","met8_lib1","trxr-2","WBGene00014028",TRUE,TRUE,TRUE,FALSE,1.22940576221048,0,FALSE,0
"117946","x.ctl_2 met8_lib1","met8_lib1","ctl-2","WBGene00000831",TRUE,TRUE,TRUE,FALSE,6.44009066740546,0,FALSE,0
"117947","x.anmt_1 met8_lib2","met8_lib2","anmt-1","WBGene00015124",TRUE,TRUE,TRUE,FALSE,0.723014458945443,0,FALSE,0
"117948","x.cest_5.1 met8_lib2","met8_lib2","cest-5.1","WBGene00015279",FALSE,TRUE,TRUE,FALSE,0.735738611870982,0,FALSE,0
"117949","x.icmt_1 met8_lib2","met8_lib2","icmt-1","WBGene00017673",TRUE,TRUE,TRUE,FALSE,0.225960550057425,0,FALSE,0
"117950","x.VECTORLIKE_ZC434.8 met8_lib2","met8_lib2","VECTORLIKE-ZC434.8",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117951","x.C53D5.5 met8_lib2","met8_lib2","C53D5.5","WBGene00016906",TRUE,TRUE,TRUE,FALSE,5.81649628299889,0,FALSE,0
"117952","x.T03D8.6 met8_lib2","met8_lib2","T03D8.6","WBGene00011393",TRUE,TRUE,TRUE,FALSE,2.69510752917995,0,FALSE,0
"117953","x.pho_4 met8_lib2","met8_lib2","pho-4","WBGene00004023",TRUE,TRUE,TRUE,FALSE,4.50325777566807,0,FALSE,0
"117954","x.VECTORLIKE_let_268 met8_lib3","met8_lib3","VECTORLIKE-let-268",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117955","x.nmat_1 met8_lib3","met8_lib3","nmat-1","WBGene00012295",TRUE,TRUE,TRUE,FALSE,4.78942123854717,0,FALSE,0
"117956","x.VECTORLIKE_ears_1 met8_lib3","met8_lib3","VECTORLIKE-ears-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117957","x.C27A2.12 met8_lib3","met8_lib3","C27A2.12","WBGene00206373",TRUE,TRUE,TRUE,FALSE,0.579569032885079,0,FALSE,0
"117958","x.SHORT_acp_2 met8_lib3","met8_lib3","SHORT-acp-2",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117959","x.algn_6 met8_lib4","met8_lib4","algn-6","WBGene00007435",TRUE,TRUE,TRUE,FALSE,18.2905282618098,0,FALSE,0
"117960","x.pigq_1 met8_lib4","met8_lib4","pigq-1","WBGene00008504",TRUE,TRUE,TRUE,FALSE,25.2539296733547,0,FALSE,0
"117961","x.pho_8 met8_lib4","met8_lib4","pho-8","WBGene00011262",TRUE,TRUE,TRUE,FALSE,1.5731160381579,0,FALSE,0
"117962","x.nprt_1 met8_lib5","met8_lib5","nprt-1","WBGene00021882",TRUE,TRUE,TRUE,FALSE,5.87017717507723,0,FALSE,0
"117963","x.Y38F2AR.12 met8_lib5","met8_lib5","Y38F2AR.12","WBGene00021430",TRUE,TRUE,TRUE,FALSE,3.68263599419232,0,FALSE,0
"117964","x.algn_10 met8_lib6","met8_lib6","algn-10","WBGene00007043",TRUE,TRUE,TRUE,FALSE,23.7314106258017,0,FALSE,0
"117965","x.coq_2 met8_lib6","met8_lib6","coq-2","WBGene00000762",TRUE,TRUE,TRUE,FALSE,6.92672209277613,0,FALSE,0
"117966","x.C27A7.1 met8_lib6","met8_lib6","C27A7.1","WBGene00007753",TRUE,TRUE,TRUE,FALSE,1.7452143965836,0,FALSE,0
"117967","x.Y7A9A.1 met8_lib6","met8_lib6","Y7A9A.1","WBGene00012416",TRUE,TRUE,TRUE,FALSE,0.786295549369593,0,FALSE,0
"117968","x.C27A7.3 met8_lib6","met8_lib6","C27A7.3","WBGene00007755",TRUE,TRUE,TRUE,FALSE,0.30539202804269,0,FALSE,0
"117969","x.acp_1 met8_lib6","met8_lib6","acp-1","WBGene00022770",TRUE,TRUE,TRUE,FALSE,2.92623876678398,0,FALSE,0
"117970","x.ppt_1 met9_lib1","met9_lib1","ppt-1","WBGene00004092",TRUE,TRUE,TRUE,FALSE,1.27034955478853,0,FALSE,0
"117971","x.F48E3.9 met9_lib1","met9_lib1","F48E3.9","WBGene00018608",FALSE,FALSE,TRUE,FALSE,0.143852587864505,0,FALSE,0
"117972","x.nhr_38 met9_lib1","met9_lib1","nhr-38","WBGene00003629",FALSE,FALSE,TRUE,FALSE,0.0191249551126906,0,FALSE,0
"117973","x.cpt_6 met9_lib2","met9_lib2","cpt-6","WBGene00020911",TRUE,TRUE,TRUE,FALSE,5.07292091772959,0,FALSE,0
"117974","x.SHORT_bli_4 met9_lib2","met9_lib2","SHORT-bli-4",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117975","x.fmo_5 met9_lib2","met9_lib2","fmo-5","WBGene00001480",TRUE,TRUE,TRUE,FALSE,1.01895553194544,0,FALSE,0
"117976","x.moc_1 met9_lib2","met9_lib2","moc-1","WBGene00003384",TRUE,TRUE,TRUE,FALSE,4.12831203522911,0,FALSE,0
"117977","x.elpc_3 met9_lib2","met9_lib2","elpc-3","WBGene00014123",TRUE,FALSE,TRUE,FALSE,35.4383341501036,0,FALSE,0
"117978","x.VECTORLIKE_rpom_1 met9_lib2","met9_lib2","VECTORLIKE-rpom-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117979","x.VECTORLIKE_figo_1 met9_lib3","met9_lib3","VECTORLIKE-figo-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117980","x.nmrk_1 met9_lib3","met9_lib3","nmrk-1","WBGene00020842",TRUE,TRUE,TRUE,FALSE,9.38111484362865,0,FALSE,0
"117981","x.F58A6.1 met9_lib3","met9_lib3","F58A6.1","WBGene00019022",TRUE,TRUE,TRUE,FALSE,1.51388533857312,0,FALSE,0
"117982","x.C39B5.6 met9_lib3","met9_lib3","C39B5.6","WBGene00016524",TRUE,TRUE,TRUE,FALSE,2.02102587808938,0,FALSE,0
"117983","x.polg_1 met9_lib4","met9_lib4","polg-1","WBGene00013258",TRUE,FALSE,TRUE,FALSE,5.34484226890517,0,FALSE,0
"117984","x.C24A3.4 met9_lib4","met9_lib4","C24A3.4","WBGene00016034",TRUE,TRUE,TRUE,FALSE,2.68386947310726,0,FALSE,0
"117985","x.linc_169 met9_lib4","met9_lib4","linc-169","WBGene00219697",FALSE,FALSE,TRUE,FALSE,0.0693921209423617,0,FALSE,0
"117986","x.W10C8.5 met9_lib4","met9_lib4","W10C8.5","WBGene00021128",TRUE,TRUE,TRUE,FALSE,4.85963173716839,0,FALSE,0
"117987","x.Y39G8B.2 met9_lib4","met9_lib4","Y39G8B.2","WBGene00012723",TRUE,TRUE,TRUE,FALSE,2.9954041493366,0,FALSE,0
"117988","x.VECTORLIKE_cbp_1 met9_lib4","met9_lib4","VECTORLIKE-cbp-1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"117989","x.cah_1 met9_lib5","met9_lib5","cah-1","WBGene00000279",TRUE,TRUE,TRUE,FALSE,1.91772134896968,0,FALSE,0
"117990","x.T07D4.2 met9_lib5","met9_lib5","T07D4.2","WBGene00011579",FALSE,FALSE,TRUE,FALSE,3.45170894115229,0,FALSE,0
"117991","x.C10C5.5 met9_lib5","met9_lib5","C10C5.5","WBGene00007509",TRUE,TRUE,TRUE,FALSE,7.65638570915976,0,FALSE,0
"117992","x.cyp_35A2 met9_lib5","met9_lib5","cyp-35A2","WBGene00015400",TRUE,TRUE,TRUE,FALSE,2.75027044001511,0,FALSE,0
"117993","x.png_1 met9_lib5","met9_lib5","png-1","WBGene00010160",TRUE,TRUE,TRUE,FALSE,5.34957653407947,0,FALSE,0
"117994","x.T20B3.1 met9_lib5","met9_lib5","T20B3.1","WBGene00011850",TRUE,TRUE,TRUE,FALSE,1.73060952851303,0,FALSE,0
"117995","x.T27A8.2 met9_lib6","met9_lib6","T27A8.2","WBGene00012074",FALSE,FALSE,TRUE,FALSE,35.0377657856606,0,FALSE,0
"117996","x.rpc_11 met9_lib6","met9_lib6","rpc-11","WBGene00022309",TRUE,FALSE,TRUE,FALSE,90.4284474751912,0,FALSE,0
"117997","x.cyp_37A1 met9_lib6","met9_lib6","cyp-37A1","WBGene00008499",TRUE,TRUE,TRUE,FALSE,1.97747927175421,0,FALSE,0
"117998","x.acox_3 met9_lib6","met9_lib6","acox-3","WBGene00019060",TRUE,TRUE,TRUE,FALSE,2.58261955182012,0,FALSE,0
"117999","x.fmo_1 met9_lib6","met9_lib6","fmo-1","WBGene00001476",TRUE,TRUE,TRUE,FALSE,3.4775131422146,0,FALSE,0
"118000","x.C27D8.4 met9_lib6","met9_lib6","C27D8.4","WBGene00007780",TRUE,TRUE,TRUE,FALSE,10.1109395611584,0,FALSE,0
"118001","x.acox_1.5 met9_lib6","met9_lib6","acox-1.5","WBGene00008167",TRUE,TRUE,TRUE,FALSE,4.23763493201565,0,FALSE,0
"118002","x.C44E12.1 met10_lib1","met10_lib1","C44E12.1","WBGene00016657",TRUE,TRUE,TRUE,FALSE,1.11830187298636,0,FALSE,0
"118003","x.parg_1 met10_lib1","met10_lib1","parg-1","WBGene00004051",TRUE,TRUE,TRUE,FALSE,18.7236204678319,0,FALSE,0
"118004","x.ipp_5 met10_lib1","met10_lib1","ipp-5","WBGene00002146",TRUE,TRUE,TRUE,FALSE,6.62895595292674,0,FALSE,0
"118005","x.dpm_3 met10_lib1","met10_lib1","dpm-3","WBGene00009219",TRUE,TRUE,TRUE,FALSE,110.57201726922,0,FALSE,0
"118006","x.moc_2 met10_lib2","met10_lib2","moc-2","WBGene00003385",TRUE,TRUE,TRUE,FALSE,1.70994515351359,0,FALSE,0
"118007","x.chil_2 met10_lib2","met10_lib2","chil-2","WBGene00007466",TRUE,TRUE,TRUE,FALSE,0.0392607658714267,0,FALSE,0
"118008","x.cpt_5 met10_lib2","met10_lib2","cpt-5","WBGene00008629",TRUE,TRUE,TRUE,FALSE,1.8539034208197,0,FALSE,0
"118009","x.SHORT_clec_123 met10_lib3","met10_lib3","SHORT-clec-123",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118010","x.ZC443.1 met10_lib3","met10_lib3","ZC443.1","WBGene00013896",TRUE,TRUE,TRUE,FALSE,1.19847147433516,0,FALSE,0
"118011","x.hex_2 met10_lib3","met10_lib3","hex-2","WBGene00015767",TRUE,TRUE,TRUE,FALSE,3.27231153761279,0,FALSE,0
"118012","x.ZC8.6 met10_lib3","met10_lib3","ZC8.6","WBGene00022501",TRUE,TRUE,TRUE,FALSE,30.8830045188297,0,FALSE,0
"118013","x.Y48G10A.1 met10_lib3","met10_lib3","Y48G10A.1","WBGene00013018",TRUE,TRUE,TRUE,FALSE,6.84999598764,0,FALSE,0
"118014","x.chs_2 met10_lib3","met10_lib3","chs-2","WBGene00000497",TRUE,TRUE,TRUE,FALSE,2.04395142253931,0,FALSE,0
"118015","x.VECTORLIKE_hex_5 met10_lib4","met10_lib4","VECTORLIKE-hex-5",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118016","x.VECTORLIKE_C08B6.4 met10_lib4","met10_lib4","VECTORLIKE-C08B6.4",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118017","x.strm_1 met10_lib4","met10_lib4","strm-1","WBGene00019198",FALSE,TRUE,TRUE,FALSE,1.38651345083493,0,FALSE,0
"118018","x.chil_6 met10_lib4","met10_lib4","chil-6","WBGene00007471",TRUE,TRUE,TRUE,FALSE,0.0208233652158262,0,FALSE,0
"118019","x.MULTIPLE_chil_19_21 met10_lib5","met10_lib5","MULTIPLE-chil-19-21",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118020","x.chil_12 met10_lib5","met10_lib5","chil-12","WBGene00010799",TRUE,TRUE,TRUE,FALSE,0.608239904510006,0,FALSE,0
"118021","x.C13B9.2 met10_lib5","met10_lib5","C13B9.2","WBGene00015733",TRUE,TRUE,TRUE,FALSE,3.25127183446679,0,FALSE,0
"118022","x.C56A3.8 met10_lib5","met10_lib5","C56A3.8","WBGene00008346",TRUE,TRUE,TRUE,FALSE,4.63705984645616,0,FALSE,0
"118023","x.T05H4.7 met10_lib5","met10_lib5","T05H4.7","WBGene00020270",TRUE,TRUE,TRUE,FALSE,0.0446553846337643,0,FALSE,0
"118024","x.F53F1.3 met10_lib5","met10_lib5","F53F1.3","WBGene00009981",TRUE,TRUE,TRUE,FALSE,10.3921059989595,0,FALSE,0
"118025","x.vps_34 met10_lib5","met10_lib5","vps-34","WBGene00006932",TRUE,TRUE,TRUE,FALSE,18.8618184177647,0,FALSE,0
"118026","x.gpap_1 met10_lib5","met10_lib5","gpap-1","WBGene00012390",TRUE,TRUE,TRUE,FALSE,2.10665889497151,0,FALSE,0
"118027","x.fmo_2 met10_lib5","met10_lib5","fmo-2","WBGene00001477",TRUE,TRUE,TRUE,FALSE,0.246275257268352,0,FALSE,0
"118028","x.chil_16 met10_lib5","met10_lib5","chil-16","WBGene00011158",TRUE,TRUE,TRUE,FALSE,0.00595294544973353,0,FALSE,0
"118029","x.chil_18 met10_lib5","met10_lib5","chil-18","WBGene00011161",TRUE,TRUE,TRUE,FALSE,0.0055314209079037,0,FALSE,0
"118030","x.SHORT_chil_5 met10_lib5","met10_lib5","SHORT-chil-5",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118031","x.mtm_6 met10_lib5","met10_lib5","mtm-6","WBGene00003478",TRUE,TRUE,TRUE,FALSE,12.6672621341642,0,FALSE,0
"118032","x.chil_25 met10_lib6","met10_lib6","chil-25","WBGene00011846",TRUE,TRUE,TRUE,FALSE,0.152071937305378,0,FALSE,0
"118033","x.lmd_5 met10_lib6","met10_lib6","lmd-5","WBGene00020141",TRUE,TRUE,TRUE,FALSE,0.0234214082912643,0,FALSE,0
"118034","x.unc_4 met10_lib6","met10_lib6","unc-4","WBGene00006744",FALSE,FALSE,TRUE,FALSE,0.366504137753139,0,FALSE,0
"118035","x.chil_21 met10_lib6","met10_lib6","chil-21","WBGene00011164",TRUE,TRUE,TRUE,FALSE,0,0,FALSE,0
"118036","x.Y106G6E.4 met10_lib6","met10_lib6","Y106G6E.4","WBGene00013708",TRUE,TRUE,TRUE,FALSE,6.65025296457922,0,FALSE,0
"118037","x.mmcm_1 met11_lib2","met11_lib2","mmcm-1","WBGene00014202",TRUE,TRUE,TRUE,FALSE,110.94731678269,0,FALSE,0
"118038","x.REALVECTOR_vector met11_lib2","met11_lib2","REALVECTOR-vector",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118039","x.REALVECTOR_vector met11_lib3","met11_lib3","REALVECTOR-vector",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118040","x.C05C8.7 met11_lib3","met11_lib3","C05C8.7","WBGene00015464",TRUE,TRUE,TRUE,FALSE,250.479016985833,0,FALSE,0
"118041","x.rpc_25 met11_lib4","met11_lib4","rpc-25","WBGene00014111",TRUE,FALSE,TRUE,FALSE,8.83148462533111,0,FALSE,0
"118042","x.REALVECTOR_vector met11_lib5","met11_lib5","REALVECTOR-vector",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118043","x.ugt_62 met11_lib6","met11_lib6","ugt-62","WBGene00010904",TRUE,TRUE,TRUE,FALSE,25.9936425399946,0,FALSE,0
"118044","x.REALVECTOR_vector met11_lib6","met11_lib6","REALVECTOR-vector",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118045","x.ech_7 met13_lib2","met13_lib2","ech-7","WBGene00001156",TRUE,TRUE,TRUE,FALSE,22.0243672720947,0,FALSE,0
"118046","x.aman_2 met13_lib2","met13_lib2","aman-2","WBGene00010284",TRUE,TRUE,TRUE,FALSE,21.6583642700578,0,FALSE,0
"118047","x.algn_8 met13_lib3","met13_lib3","algn-8","WBGene00007464",TRUE,TRUE,TRUE,FALSE,19.6831764274175,0,FALSE,0
"118048","x.REALVECTOR_vector1 met13_lib3","met13_lib3","REALVECTOR-vector1",NA,FALSE,FALSE,FALSE,FALSE,NA,0,FALSE,0
"118049","x.bcmo_2 met13_lib3","met13_lib3","bcmo-2","WBGene00018755",TRUE,TRUE,TRUE,FALSE,0.328367358757727,0,FALSE,0
"118050","x.R04B3.2 met13_lib3","met13_lib3","R04B3.2","WBGene00019867",TRUE,TRUE,TRUE,FALSE,1.57694427220811,0,FALSE,0
"118051","x.ppk_1 met13_lib3","met13_lib3","ppk-1","WBGene00004087",TRUE,TRUE,TRUE,FALSE,163.873714969936,0,FALSE,0
"118052","x.Y65B4A.8 met13_lib4","met13_lib4","Y65B4A.8","WBGene00022031",TRUE,TRUE,TRUE,FALSE,28.9065531238191,0,FALSE,0
"118053","x.nkat_1 met13_lib4","met13_lib4","nkat-1","WBGene00009232",TRUE,TRUE,TRUE,FALSE,0.0765906875419951,0,FALSE,0
