,WBID,whole_dataset_geTMM,asel_geTMM,aser_geTMM
6614,WBGene00008835,0.091232269,0,0
6615,WBGene00008837,0.088688907,0,0.09974629
6616,WBGene00008838,0.158360683,0.076006914,0
6617,WBGene00008839,0.417424941,0.204539744,0.179637548
6618,WBGene00008840,2.389821241,3.62874786,3.583910579
6619,WBGene00008841,2.319158957,1.399878876,1.376253954
6620,WBGene00008842,0.213206969,0,0
6621,WBGene00008843,0.238048629,0.066794323,0
6622,WBGene00008844,0.318547501,0.249374332,0
6623,WBGene00008847,0.06658122,0,0
6624,WBGene00008848,1.268840527,0.977143658,4.375782676
6625,WBGene00008849,0.215754524,0,0
6626,WBGene00008850,0.481580937,0.440966107,0.875548009
6627,WBGene00008851,2.791777318,5.620416782,5.639828665
6628,WBGene00008852,7.827655119,6.779229311,6.965787518
6629,WBGene00008853,0.428418359,0,0.312756081
6630,WBGene00008854,0.373919244,0.588379095,0.37918971
6631,WBGene00008855,0.21183097,0,0
6632,WBGene00008856,4.696143409,4.496827682,2.956794662
6633,WBGene00008857,5.60048104,4.448430338,5.864482091
6634,WBGene00008858,0.327789126,0.284503612,0.236792652
6635,WBGene00008859,4.837389773,6.079736858,6.764630567
6636,WBGene00008860,4.100333668,5.872798015,3.517722427
6637,WBGene00008861,0.33460345,0.179852739,0.466096458
6638,WBGene00008862,2.186545221,1.488713503,1.307209827
6639,WBGene00008863,1.003327506,1.205439999,1.042594759
6640,WBGene00008865,6.774987136,4.338820639,6.692485896
6641,WBGene00008866,0.655171069,0.498185021,0.072142927
6642,WBGene00008868,4.736708048,3.2832213,2.862753352
6643,WBGene00008869,0.848443186,0.16680376,0.257475555
6644,WBGene00008870,0.176832643,0.099807243,0.114783564
6645,WBGene00008871,0.281637731,0.278400764,0
6646,WBGene00008872,0.181199146,0,0
6647,WBGene00008874,0.857641257,0.241648883,0.9704844
6648,WBGene00008875,1.121511462,0.226029631,0.380463497
6649,WBGene00008876,3.14537542,0.9636386,1.966965344
6650,WBGene00008877,2.843431839,0.982424943,0.856814754
6651,WBGene00008878,5.035220999,5.279925404,3.287258458
6652,WBGene00008879,0.173832387,0,0
6653,WBGene00008880,2.81214549,6.498990841,5.820332272
6654,WBGene00008881,0.035148884,0,0.095795494
6655,WBGene00008882,3.889070927,5.596567709,4.916258335
6656,WBGene00008883,0.592862198,0.124644794,0
6657,WBGene00008884,0.744612636,0.108445461,1.94144069
6658,WBGene00008885,3.409277097,2.604597561,3.577107642
6659,WBGene00008886,1.965766405,0.513274155,0.750783903
6660,WBGene00008887,3.293013235,1.059599806,1.041019758
6661,WBGene00008889,0.132169643,0.073999013,0.255655252
6662,WBGene00008890,2.159576436,0.790214352,3.191334891
6663,WBGene00008891,0.605807976,0.617984203,0.705464453
6664,WBGene00008892,0.118330684,0.268691084,0.167576432
6665,WBGene00008893,0.011532616,0,0
6666,WBGene00008894,0.16685299,0.096309268,0.319366343
6667,WBGene00008897,0.477067937,0.347380152,0.263223315
6668,WBGene00008899,0.051011632,0,0
6669,WBGene00008900,0.662213033,0.530720142,0.518154624
6670,WBGene00008901,0.574669416,2.658167262,2.967335451
6671,WBGene00008902,0.110164577,0,0.110518433
6672,WBGene00008903,0.074385253,0,0
6673,WBGene00008904,0.083571301,0.105836606,0.095193918
6674,WBGene00008905,0.689113907,2.05302914,0.369535169
6675,WBGene00008906,0.163952971,0.323518649,0
6676,WBGene00008907,0.007629446,0,0
6677,WBGene00008908,0.301239893,0.07686634,0.604053383
6678,WBGene00008909,0.015080486,0,0
6679,WBGene00008910,2.467096946,3.652933305,1.773054524
6680,WBGene00008911,0.073646985,0.076625295,0
6681,WBGene00008912,0.208535491,0.0958283,0
6682,WBGene00008914,7.126731969,4.598390542,7.927325397
6683,WBGene00008915,1.491638566,1.260040205,0.292654375
6684,WBGene00008916,0.960952227,0,0.138046852
6685,WBGene00008917,0.968798345,0,0.289040298
6686,WBGene00008918,4.338825605,2.389077308,4.059519352
6687,WBGene00008919,5.801714181,4.597465387,3.84191953
6688,WBGene00008920,11.06812489,11.87131614,11.82638942
6689,WBGene00008921,1.241473789,0.748232793,0.817905497
6690,WBGene00008922,6.104189784,6.594314857,6.119019006
6691,WBGene00008923,1.168223051,0.050154901,1.096202469
6692,WBGene00008924,2.603472608,1.195752036,1.231905451
6693,WBGene00008925,2.901438916,1.430390294,3.896248256
6694,WBGene00008926,1.373567187,1.041859237,1.073353914
6695,WBGene00008927,4.193224617,3.465944584,4.335644203
6696,WBGene00008929,1.09147602,0.430298664,1.181803309
6697,WBGene00008930,7.966141801,7.640197051,8.673413014
6698,WBGene00008932,5.521453398,8.80333298,9.653624554
6699,WBGene00008933,0.363783672,0.371984718,0.091258964
6700,WBGene00008934,3.007365142,3.604975804,2.85024524
6701,WBGene00008935,0.402880077,0.166129878,0.421750049
6702,WBGene00008936,0.701731275,0.745251278,0.725348409
6703,WBGene00008937,0.421273338,0.128998587,0.142842346
6704,WBGene00008939,3.964135344,1.30246165,4.22479515
6705,WBGene00008940,5.318594131,4.87324182,4.724294485
6706,WBGene00008942,0.239464145,0,0
6707,WBGene00008943,0.191456303,0,0
6708,WBGene00008944,1.687747375,1.662552482,1.519774125
6709,WBGene00008945,0.59471244,0.447670971,0.376712321
6710,WBGene00008946,0.069155001,0.09015477,0.103771928
6711,WBGene00008947,0.191196588,0,0
6712,WBGene00008948,4.286750517,3.766453996,3.21932144
6713,WBGene00008949,0.401149793,0.313417347,0.504091434
6714,WBGene00008950,0.488977006,0.673136771,0.369278191
6715,WBGene00008951,5.311534272,4.050525444,4.019887471
6716,WBGene00008952,3.124985372,4.172063855,2.677354239
6717,WBGene00008953,0.541776188,0.259957305,0.119296819
6718,WBGene00008954,1.02101891,5.025157885,5.349407447
6719,WBGene00008955,1.079254392,0.435761684,0.245658256
6720,WBGene00008956,2.691602388,4.830958361,5.567373677
6721,WBGene00008957,4.0820083,3.569433887,3.580570765
6722,WBGene00008958,0.155786076,0.128796604,0
6723,WBGene00008959,0.233631168,0,0
6724,WBGene00008961,0.051242931,0.04550239,0
6725,WBGene00008963,1.831099957,1.170033914,2.538136611
6726,WBGene00008964,1.310353201,1.152309381,1.974005022
6727,WBGene00008965,0.347625263,0.299359838,0.33055269
6728,WBGene00008967,0.657308063,0.270401141,0.807092588
6729,WBGene00008968,2.247005602,1.191643037,3.35152484
6730,WBGene00008969,0.813523308,0.154484402,0.385156156
6731,WBGene00008970,2.091488197,1.518653978,2.96778691
6732,WBGene00008971,4.704704126,4.295521409,4.40441018
6733,WBGene00008972,0.138824849,0,0.146305107
6734,WBGene00008973,7.269708153,6.151288534,7.800394157
6735,WBGene00008974,3.968099206,5.171474079,5.363190812
6736,WBGene00008975,7.481716478,7.294419217,7.938125691
6737,WBGene00008976,1.375810641,0.833005875,0.35211248
6738,WBGene00008977,2.602436857,6.03729393,5.866814084
6739,WBGene00008978,0.918855581,0.361287911,1.395760931
6740,WBGene00008979,3.839064302,3.2249916,2.967134761
6741,WBGene00008980,6.642489111,7.600345264,6.840395955
6742,WBGene00008981,0.077196373,0.408214478,0.802222217
6743,WBGene00008982,0.282512628,0,0
6744,WBGene00008985,0.47584953,0.191369628,0.546495102
6745,WBGene00008986,2.769683478,1.317770538,1.896167902
6746,WBGene00008987,3.128883666,5.593691946,5.254474179
6747,WBGene00008988,0.326688547,0.058675867,0.307240317
6748,WBGene00008989,3.232038256,5.133312464,6.538044904
6749,WBGene00008990,3.485283195,2.784512183,1.25265931
6750,WBGene00008991,0.201297736,0,0.030759729
6751,WBGene00008992,3.08448821,8.440164359,7.835979871
6752,WBGene00008993,1.174696867,1.117031154,1.142292326
6753,WBGene00008994,1.3919089,3.845259651,1.821539953
6754,WBGene00008995,0.877014795,0.760559691,0.763621364
6755,WBGene00008996,2.462728086,7.804122624,6.017064477
6756,WBGene00008997,4.199572545,4.450477249,1.560307126
6757,WBGene00008998,0.54301816,0.24507379,0.339276508
6758,WBGene00008999,7.449082522,7.432168733,7.719846875
6759,WBGene00009000,1.002018394,1.153121662,0.484378505
6760,WBGene00009001,0.180664151,0.046584306,0.053835377
6761,WBGene00009002,6.290129944,6.684652461,7.160996016
6762,WBGene00009004,7.863611796,7.558538566,8.410927676
6763,WBGene00009005,0.33911084,0.781232117,0.260664906
6764,WBGene00009006,2.265160986,5.082658924,2.070104971
6765,WBGene00009007,3.695366401,1.072018507,3.566485789
6766,WBGene00009008,0.977428462,0.815805777,0.81653902
6767,WBGene00009009,1.578574493,0.315447102,0.487366652
6768,WBGene00009010,4.877887553,3.561251852,6.227090344
6769,WBGene00009011,2.953491932,0.594889656,2.432896228
6770,WBGene00009012,1.557665541,2.709436376,1.694227888
6771,WBGene00009013,4.587079417,4.328707308,3.164216888
6772,WBGene00009014,1.214919641,0.94981967,1.720578212
6773,WBGene00009015,0.157226514,0.066176023,0.100139251
6774,WBGene00009016,0.685798528,0.440187846,0.250633884
6775,WBGene00009018,0.278933726,0,0.250095612
6776,WBGene00009019,0.019834938,0.060966856,0
6777,WBGene00009020,0.068140497,0,0
6778,WBGene00009023,0.804480907,0.626120079,0.682542487
6779,WBGene00009024,0.189178802,0.356248702,0
6780,WBGene00009025,3.526661245,3.130458064,2.576869353
6781,WBGene00009026,0.997558323,1.681888798,0.429344786
6782,WBGene00009027,2.458342429,0.816486437,2.007696797
6783,WBGene00009028,0.07665318,0,0
6784,WBGene00009029,0.035838991,0,0
6785,WBGene00009030,0.158601488,0.126262536,0
6786,WBGene00009031,0.98149888,1.195448971,0.850031481
6787,WBGene00009032,0.137376746,0.188595414,0.079561103
6788,WBGene00009033,0.110660159,0,0
6789,WBGene00009035,1.36654105,1.087667227,0.89099423
6790,WBGene00009036,0.032195654,0,0
6791,WBGene00009038,0.025956972,0,0
6792,WBGene00009039,0.918623511,1.015224828,1.896526697
6793,WBGene00009041,1.184204497,0.556942801,0.944575527
6794,WBGene00009042,7.356624586,7.584808282,9.002486721
6795,WBGene00009043,0.866793123,0.4352711,0.670361551
6796,WBGene00009044,0.384721311,0,0.454402775
6797,WBGene00009045,6.321982415,3.94594909,6.137392453
6798,WBGene00009046,0.016050909,0,0
6799,WBGene00009047,0.360473249,0.069869187,0.335944214
6800,WBGene00009048,1.247482597,0.809666205,1.095300732
6801,WBGene00009049,2.243152243,1.097269619,0.95237589
6802,WBGene00009050,9.234336952,9.312511747,9.873556276
6803,WBGene00009051,6.396444229,6.721780193,5.808495037
6804,WBGene00009052,4.852508158,3.776484609,6.156662286
6805,WBGene00009054,3.772469261,4.38434779,2.025474893
6806,WBGene00009055,4.396922342,4.715680864,6.599156456
6807,WBGene00009056,1.433078146,0.800223094,1.185520823
6808,WBGene00009057,1.152121704,0.721280374,0.970030325
6809,WBGene00009058,0.717104977,0.205555362,0.417111844
6810,WBGene00009059,1.215673337,0.878189424,0.835164457
6811,WBGene00009060,0.461940608,0.154369165,0.177267481
6812,WBGene00009061,0.281980892,0.106367189,0.317505128
6813,WBGene00009063,0.054789291,0,0
6814,WBGene00009064,2.880265793,1.321154109,1.486264375
6815,WBGene00009065,4.694160842,1.665664675,3.591899814
6816,WBGene00009067,0.521370914,0.202151181,0.28292121
6817,WBGene00009068,2.265666937,2.257745182,3.686052539
6818,WBGene00009069,7.306917438,7.648139094,7.279466009
6819,WBGene00009070,0.547017998,0.284378004,0.590883334
6820,WBGene00009071,0.089478762,0,0
6821,WBGene00009073,0.16435806,0.050904027,0.23659788
6822,WBGene00009075,0.606497019,1.650836614,0.549723796
6823,WBGene00009076,0.029639817,0,0
6824,WBGene00009077,0.124696811,0.064271407,0.139826637
6825,WBGene00009078,4.788726565,4.293633673,4.706527586
6826,WBGene00009079,0.704463212,2.677599545,0.430926751
6827,WBGene00009081,1.862258235,1.60936756,1.6262852
6828,WBGene00009082,6.183019961,6.226887809,7.907066036
6829,WBGene00009084,3.636400644,3.701399103,4.596432304
6830,WBGene00009085,1.253230104,6.104919215,6.571198552
6831,WBGene00009086,0.103129449,0,0.062385592
6832,WBGene00009087,3.530066403,6.058880692,6.778255513
6833,WBGene00009088,0.260878984,0,0.082700348
6834,WBGene00009089,0.266324998,0.164762914,0.177053745
6835,WBGene00009090,1.825709941,4.721085227,3.675863785
6836,WBGene00009091,1.248507424,1.581469574,1.776849866
6837,WBGene00009092,5.349496722,4.641286419,5.718513917
6838,WBGene00009093,0.754596646,1.400113578,0.64890414
6839,WBGene00009094,0.876248774,0.819700458,0.941060072
6840,WBGene00009095,1.298241023,0.977116829,3.455517001
6841,WBGene00009096,1.617417103,1.323251456,1.813548654
6842,WBGene00009097,2.705783703,5.542091763,4.167221476
6843,WBGene00009098,5.166000418,3.766545781,4.121526064
6844,WBGene00009099,0.634893921,0.135828356,0.436630338
6845,WBGene00009100,6.006201762,6.716655892,8.253713279
6846,WBGene00009101,0.449404509,1.897583717,0.866140115
6847,WBGene00009102,0.42067825,1.232102803,0.99440278
6848,WBGene00009103,5.169657956,3.626677506,5.009298409
6849,WBGene00009104,0.032572807,0,0
6850,WBGene00009106,1.21012939,0.547351158,0.533589176
6851,WBGene00009107,2.384352286,4.424320959,4.564753713
6852,WBGene00009108,0.474816686,0.416738816,1.049719274
6853,WBGene00009109,0.995826573,0.171547358,0.611353059
6854,WBGene00009110,0.730969524,0.355227567,0.77175205
6855,WBGene00009112,5.677457249,9.047007046,7.614953719
6856,WBGene00009113,1.50806231,1.842279227,1.165626022
6857,WBGene00009114,0.148908167,0.031167731,0
6858,WBGene00009115,0.589810828,0.807288257,0.418601015
6859,WBGene00009116,5.1730014,5.271906478,5.827268037
6860,WBGene00009117,0.006508744,0,0
6861,WBGene00009118,4.580779773,5.333163447,5.01326624
6862,WBGene00009119,11.69351409,12.98932438,12.87960617
6863,WBGene00009120,5.170918283,7.056119934,6.062384624
6864,WBGene00009121,3.256651605,3.579346358,4.474877555
6865,WBGene00009122,3.477166873,4.633583796,3.938002742
6866,WBGene00009123,0.572124862,0.692428557,0.925176742
6867,WBGene00009124,2.108071099,2.556855835,0.888637898
6868,WBGene00009125,2.142962375,0.332089321,0.555651563
6869,WBGene00009126,8.099476371,8.351150805,9.470682544
6870,WBGene00009127,2.238986171,0.757668112,2.745381852
6871,WBGene00009128,3.585615667,1.697181239,3.566921286
6872,WBGene00009129,0.439102121,0.485584712,0.446862526
6873,WBGene00009130,1.857627882,0.236447053,0
6874,WBGene00009131,2.669511594,2.908717849,3.580105601
6875,WBGene00009132,3.065669262,2.890740918,3.579412359
6876,WBGene00009133,1.333719874,1.251517765,1.171774372
6877,WBGene00009134,0.552612661,0,2.081467256
6878,WBGene00009135,3.26491169,3.04595548,2.751239848
6879,WBGene00009136,0.794439586,0.128447736,0.167719823
6880,WBGene00009137,1.574117234,2.25576372,1.611291283
6881,WBGene00009138,4.687083889,5.487254539,5.159864438
6882,WBGene00009139,3.848668783,3.800430608,3.5101719
6883,WBGene00009140,4.686636319,4.083972333,6.106520376
6884,WBGene00009141,5.069186396,5.676563856,4.26891677
6885,WBGene00009142,6.350858073,5.464227524,6.338054454
6886,WBGene00009143,0.760115336,0.559652707,0.526577929
6887,WBGene00009144,1.47234993,0.281480117,0.412059369
6888,WBGene00009145,2.754190972,3.740104886,2.063489734
6889,WBGene00009146,0.279405245,0.269782598,0.200609033
6890,WBGene00009147,0.384478275,0.067806228,0.235127174
6891,WBGene00009148,0.309782324,0.279997785,0.469746418
6892,WBGene00009149,0.357402386,0.396736278,0.364240647
6893,WBGene00009150,0.071422072,0,0.175100838
6894,WBGene00009151,0.038434528,0.318006883,0
6895,WBGene00009152,0.010998897,0,0
6896,WBGene00009153,0.067169265,0.054562407,0
6897,WBGene00009155,0.461963669,0.69362091,0.634781812
6898,WBGene00009156,0.707722871,0.240908348,0.522590765
6899,WBGene00009157,1.252568816,1.12851333,1.321646541
6900,WBGene00009158,5.367790221,4.387129531,6.273239255
6901,WBGene00009159,3.1233516,1.144842194,2.578279643
6902,WBGene00009160,0.380019925,0.329180266,0.056196156
6903,WBGene00009161,8.48720255,9.049141343,9.660717249
6904,WBGene00009162,1.058742919,0.158603631,0.613332583
6905,WBGene00009163,2.589688078,0.577486699,0.7807992
6906,WBGene00009164,6.337118534,7.650628576,7.269171585
6907,WBGene00009165,4.963363585,6.318099909,7.400624889
6908,WBGene00009166,0.148929129,0.075446533,0.232688803
6909,WBGene00009168,0.143970452,0.216819278,0.076398262
6910,WBGene00009169,0.233720052,0.235581884,0.312694283
6911,WBGene00009170,0.22557491,0.192601663,0
6912,WBGene00009171,0.021048074,0.17139911,0.072149857
6913,WBGene00009172,3.097849091,0.870875162,4.210412958
6914,WBGene00009173,0.919941521,0.605019899,0.721086406
6915,WBGene00009174,3.321678508,0.696268696,2.459045698
6916,WBGene00009176,2.571648056,1.157774745,2.455941364
6917,WBGene00009177,5.977763936,6.841998728,4.460294355
6918,WBGene00009178,1.809443686,2.146080644,0.427387498
6919,WBGene00009179,1.148519489,0.608888168,0.571638993
6920,WBGene00009180,8.912310986,9.445289188,8.746369804
6921,WBGene00009182,0.277178673,0.115419455,0.134175069
6922,WBGene00009183,0.366048583,0.043642261,0
6923,WBGene00009184,0.173345671,0,0
6924,WBGene00009185,0.588752798,0.539262572,0.478847232
6925,WBGene00009186,1.212365533,1.006261991,0.955556445
6926,WBGene00009187,6.225181522,6.074210854,6.170430934
6927,WBGene00009188,5.689325155,3.571658528,4.457317771
6928,WBGene00009189,5.091546905,5.991201358,4.635463528
6929,WBGene00009190,2.895305514,2.792618687,3.556724104
6930,WBGene00009191,5.017354058,4.013571598,6.573876818
6931,WBGene00009192,1.093760267,1.212385197,1.061077253
6932,WBGene00009193,0.551400363,0.663716674,0.680156867
6933,WBGene00009194,1.194059685,0.209281227,0.58913836
6934,WBGene00009196,0.028005869,0,0
6935,WBGene00009200,3.681257034,3.226585645,3.141733125
6936,WBGene00009201,5.302324032,5.726113091,6.933831628
6937,WBGene00009202,0.905212016,1.205608467,0.152672585
6938,WBGene00009203,0.843382538,0.345905187,0.360669477
6939,WBGene00009204,1.822464776,0.336132792,1.879725432
6940,WBGene00009205,1.183776639,0.520276453,2.665492966
6941,WBGene00009207,4.756264945,4.012505092,5.125375411
6942,WBGene00009208,1.118933342,1.410852032,1.544477184
6943,WBGene00009209,0.224799638,0,0.149186505
6944,WBGene00009210,0.161769938,0,0
6945,WBGene00009211,2.883580178,1.236396743,2.176987859
6946,WBGene00009212,0.268553797,0.07535409,0.104162979
6947,WBGene00009213,0.285607754,0,0.235054977
6948,WBGene00009214,0.089798552,0,0
6949,WBGene00009215,0.688160253,0.733837868,0.184098609
6950,WBGene00009216,2.918909807,4.903081981,6.397551796
6951,WBGene00009217,0.373763264,0.401831947,0.057926191
6952,WBGene00009218,2.623385343,4.642070169,3.116937802
6953,WBGene00009219,4.071726448,4.025728868,3.84567488
6954,WBGene00009220,0.612097264,0,0.228021533
6955,WBGene00009221,2.127290397,1.558851585,0.983838771
6956,WBGene00009222,0.623581732,0.479873287,0.492149795
6957,WBGene00009223,3.914601673,1.290283326,4.055734081
6958,WBGene00009224,1.506101796,4.18841529,0.598707619
6959,WBGene00009225,0.225866178,0.072112551,0
6960,WBGene00009226,0.697701324,0.482751262,0.551831056
6961,WBGene00009227,0.250061112,0.325005341,0.418656465
6962,WBGene00009228,0.203082828,0,0.039551634
6963,WBGene00009229,0.016706836,0,0
6964,WBGene00009230,0.046375218,0,0
6965,WBGene00009231,2.595335566,0.453103024,2.501825376
6966,WBGene00009232,0.13774263,0.110334692,0.084650993
6967,WBGene00009233,2.96817517,0.743473733,1.731407912
6968,WBGene00009234,2.406026155,0.957096154,1.882945368
6969,WBGene00009235,0.491569104,0.331981047,0
6970,WBGene00009236,0.300441019,0,0
6971,WBGene00009237,1.811984049,1.17429375,1.541546523
6972,WBGene00009238,0.495463378,0.259049481,0
6973,WBGene00009239,0.482837738,0.102867706,0.07053674
6974,WBGene00009240,0.063765175,0.230096012,0
6975,WBGene00009241,1.506996566,1.952812046,0.783922802
6976,WBGene00009242,1.217483702,0.193377756,0.290638492
6977,WBGene00009243,1.174423331,3.207258495,1.405024765
6978,WBGene00009245,2.715514358,3.279140988,1.09906957
6979,WBGene00009246,3.068504129,3.898996557,2.616893429
6980,WBGene00009247,0.494735872,0.704980366,0.190503171
6981,WBGene00009248,0.344349826,0.294146184,0.460447665
6982,WBGene00009250,0.873845955,0.196482466,0.449314981
6983,WBGene00009251,0.273705009,0,0
6984,WBGene00009252,0.179825496,0.162459031,0
6985,WBGene00009254,5.010027962,4.22363963,4.621880426
6986,WBGene00009255,0.097828337,0.056182075,0.157481475
6987,WBGene00009256,2.803096486,0.51803314,2.596045237
6988,WBGene00009257,0.533978274,0.601741508,0.415625785
6989,WBGene00009258,5.699393118,4.983318382,6.468014046
6990,WBGene00009259,2.987571948,3.812660088,3.756181253
6991,WBGene00009260,3.49346648,0.571965939,0.958953121
6992,WBGene00009261,0.810037318,0.469992138,0.634348179
6993,WBGene00009262,6.601135708,7.684643999,6.406204987
6994,WBGene00009263,0.022062915,0,0
6995,WBGene00009264,5.787532483,5.024414812,6.365114075
6996,WBGene00009266,3.689674434,1.400950212,3.826110775
6997,WBGene00009267,3.817215095,3.216094945,4.102738992
6998,WBGene00009268,0.104665908,0,0
6999,WBGene00009269,0.533167086,0.688168665,0.106303032
7000,WBGene00009270,1.933927432,1.298358514,1.722809024
7001,WBGene00009271,5.163372662,5.089077228,4.408327862
7002,WBGene00009272,3.493470366,3.656564451,3.017450007
7003,WBGene00009274,5.5493969,5.702591617,6.562724449
7004,WBGene00009276,5.032662442,1.815083567,4.944029493
7005,WBGene00009277,4.783538356,4.57289751,6.461058209
7006,WBGene00009278,2.03536094,0.413137068,0.612281384
7007,WBGene00009279,0.342972356,0,0
7008,WBGene00009280,0.575864099,0,0.21520362
7009,WBGene00009281,0.310058149,0.111761437,0
7010,WBGene00009283,3.407927157,3.220406249,3.426793423
7011,WBGene00009284,4.030032892,3.828828753,4.569828093
7012,WBGene00009285,3.66904697,1.293500257,1.36209151
7013,WBGene00009286,3.30282047,1.782585194,5.360600591
7014,WBGene00009287,1.251640671,1.337427249,0.880954685
7015,WBGene00009288,1.03310281,0.841764288,1.131711424
7016,WBGene00009289,3.576891187,1.052744841,3.175977817
7017,WBGene00009290,5.443240492,5.151959588,5.861620035
7018,WBGene00009291,1.619838028,3.101509702,0.778695074
7019,WBGene00009292,0.966809551,0.369070343,0.284626964
7020,WBGene00009293,1.110751006,0.434917592,0.600496926
7021,WBGene00009294,3.768423649,3.041510524,2.60632268
7022,WBGene00009295,0.186521365,0.133504362,0.190737368
7023,WBGene00009296,0.205022544,0.120417999,0.304156289
7024,WBGene00009297,0.071909583,0.247715714,0
7025,WBGene00009298,0.135379168,0,0
7026,WBGene00009299,1.323764605,2.441238591,0.912550318
7027,WBGene00009300,0.182880933,0,0
7028,WBGene00009301,0.289994604,0.178216356,0.058330219
7029,WBGene00009302,0.000102952,0,0
7030,WBGene00009303,0.200113885,0,0.096393682
7031,WBGene00009304,3.801207958,1.093352296,3.151006151
7032,WBGene00009305,2.557244153,2.534398185,0.942872781
7033,WBGene00009306,6.733296908,8.606034338,7.987077287
7034,WBGene00009307,4.809214226,4.006431307,5.081889509
7035,WBGene00009308,1.55694607,1.62959705,0.89978983
7036,WBGene00009311,0.836763686,1.060532007,0.979492046
7037,WBGene00009312,1.224432347,7.176827302,8.03251863
7038,WBGene00009313,1.005360678,0.90694132,0.911226256
7039,WBGene00009314,5.254336098,4.894134217,5.117741026
7040,WBGene00009315,7.620050277,7.449770446,5.925514178
7041,WBGene00009316,0.13823497,0.281355918,0.950094697
7042,WBGene00009318,0.425925489,0.39154815,0.686289125
7043,WBGene00009319,3.892572875,1.708419464,1.66449172
7044,WBGene00009320,2.72024627,3.681951398,2.965901625
7045,WBGene00009321,0.808280836,1.117124703,0.521756351
7046,WBGene00009322,5.937402365,4.489351855,5.622229311
7047,WBGene00009323,2.463756227,5.161956916,5.80316674
7048,WBGene00009324,0.41766922,0.173373218,0
7049,WBGene00009325,4.849782474,4.610643776,6.414841531
7050,WBGene00009326,3.076514944,0.318689851,3.099198898
7051,WBGene00009327,0.623378071,0,0.23278545
7052,WBGene00009328,0.996900991,0.482399128,1.121322521
7053,WBGene00009329,0.608835322,1.545907475,0
7054,WBGene00009330,4.046801734,4.915738771,2.320437583
7055,WBGene00009331,1.604061827,2.903493193,1.113573986
7056,WBGene00009332,0.330847024,0,0.148241751
7057,WBGene00009333,2.280732124,0.525474682,2.713330818
7058,WBGene00009334,0.825772479,0,0.878839892
7059,WBGene00009335,1.412990941,0.437523444,1.558187911
7060,WBGene00009336,1.793515646,2.424484369,1.96821479
7061,WBGene00009337,2.759681264,2.650222958,4.875723216
7062,WBGene00009338,0.164418806,0.054453879,0.25999144
7063,WBGene00009339,0.219856701,0,0
7064,WBGene00009340,1.420877883,1.286204305,1.557075967
7065,WBGene00009341,1.194648101,1.901464984,0.850917088
7066,WBGene00009342,2.516327653,2.352201748,2.444942477
7067,WBGene00009343,0.218401766,0.187158296,0.466738893
7068,WBGene00009344,0.901550433,1.07365463,0.577766568
7069,WBGene00009345,0.091033023,0.06275871,0.095373769
7070,WBGene00009346,0.353417349,1.242416716,0.081822727
7071,WBGene00009347,1.295563727,0.668243458,0.769961406
7072,WBGene00009349,1.119723517,0.538338409,0.808481075
7073,WBGene00009350,0.698357253,0.083312082,0.559712659
7074,WBGene00009352,2.918765375,0.972607455,1.172872657
7075,WBGene00009353,7.205032934,7.964730312,7.055104776
7076,WBGene00009354,1.642462317,0.702536514,2.297770889
7077,WBGene00009355,2.092416118,1.629593427,1.406908955
7078,WBGene00009356,1.235359535,1.01465672,2.998308613
7079,WBGene00009357,0.673095253,0.183837125,0.243180312
7080,WBGene00009358,1.011731556,0.475323401,0.777953731
7081,WBGene00009359,0.10239572,0.161057024,0.424524071
7082,WBGene00009360,0.388418718,0.329252316,0.274329751
7083,WBGene00009361,2.180781394,6.852571577,7.904349657
7084,WBGene00009362,0.076929834,0,0.561221264
7085,WBGene00009363,0.127331954,0,0
7086,WBGene00009364,3.731407632,1.446359677,4.421172026
7087,WBGene00009365,3.790737377,1.337751087,2.738246888
7088,WBGene00009366,4.034927773,4.807559766,3.705494782
7089,WBGene00009367,6.912980767,7.325667891,8.430983827
7090,WBGene00009368,1.198551781,1.143800413,1.193247227
7091,WBGene00009369,2.745824742,2.753046606,1.454107132
7092,WBGene00009370,0.295930504,0,0.434475792
7093,WBGene00009371,0.515613018,0.22332412,1.456404362
7094,WBGene00009372,2.658317154,0.717468244,2.633655545
7095,WBGene00009373,5.144970901,2.584436761,3.501301169
7096,WBGene00009374,3.412852791,1.623231734,3.010824781
7097,WBGene00009375,3.839935359,8.324726338,9.666102343
7098,WBGene00009377,1.460298675,1.443517262,1.030494397
7099,WBGene00009378,0.168509538,0.652302659,0
7100,WBGene00009380,4.738332019,4.641527612,3.835067107
7101,WBGene00009381,2.022229794,0.568541852,1.07216746
7102,WBGene00009382,0.617207738,0.651814499,1.414249454
7103,WBGene00009383,1.148745292,1.302095926,1.284103249
7104,WBGene00009384,1.402570956,1.047343239,1.276183583
7105,WBGene00009385,1.244343681,0.734568121,0.903122611
7106,WBGene00009386,0.974797724,0.692612096,0.887620794
7107,WBGene00009387,3.211325852,4.749764316,5.212418654
7108,WBGene00009388,1.418353354,1.250130699,1.273121096
7109,WBGene00009389,3.002593377,3.577628208,3.415663321
7110,WBGene00009390,0.504201141,0.452346961,0.16620037
7111,WBGene00009391,0.102744158,0,0.099065593
7112,WBGene00009392,0.180237582,0.171367426,0
7113,WBGene00009393,1.155716597,1.298789935,1.143909939
7114,WBGene00009394,3.504004516,3.289517885,4.90757654
7115,WBGene00009395,0.305359117,0.830708686,0.3458599
