,WBID,whole_dataset_geTMM,asel_geTMM,aser_geTMM
1,WBGene00000001,5.482268307,5.276210008,5.325065819
2,WBGene00000002,2.284173799,0.994699585,0.982994942
3,WBGene00000003,2.813304008,4.678984438,2.186014371
4,WBGene00000004,4.551550358,4.951345284,3.687043156
5,WBGene00000005,0.513779511,0.258274884,0.234998928
6,WBGene00000006,5.256739396,5.687390102,5.263938858
7,WBGene00000007,0.670308554,0.351128577,0.459717879
8,WBGene00000008,0.146826096,0,0
9,WBGene00000009,0.300936438,0.162711468,0.289535801
10,WBGene00000010,2.769129844,3.440247043,4.060663437
11,WBGene00000012,0.417644371,0,0
12,WBGene00000013,0.775887412,0.451597646,0.666823536
13,WBGene00000014,0.250480628,0,0
14,WBGene00000015,0.122115985,0,0.255317402
15,WBGene00000016,0.917722441,1.19615883,1.002807575
16,WBGene00000017,1.428983713,3.942829124,1.568886257
17,WBGene00000018,4.574005435,4.867150153,5.80784407
18,WBGene00000019,0.889407671,0.304499934,0.227062889
19,WBGene00000020,4.786324808,1.59566402,3.95340512
20,WBGene00000021,0.013513359,0,0
21,WBGene00000022,1.083247085,0.952262124,0.762606722
22,WBGene00000023,0.849222383,2.85775935,0.443333475
23,WBGene00000024,0.992765802,3.366193821,0.630842015
24,WBGene00000025,0.057474201,0,0
25,WBGene00000026,0.02562931,0,0
26,WBGene00000027,0.116943819,0.074399432,0.102855924
27,WBGene00000028,0.08702018,0.88870049,0
28,WBGene00000029,0.697950183,0.510905589,0.684914355
29,WBGene00000030,0.13938054,0,0
30,WBGene00000031,1.809936414,1.202906004,2.846653801
31,WBGene00000032,0.041473863,0,0
32,WBGene00000033,1.318863714,1.142350333,1.288024886
33,WBGene00000034,1.75887644,1.186271443,2.357598645
34,WBGene00000035,0.938727663,0.741359068,1.587390277
35,WBGene00000036,2.31658132,1.233050086,1.443615423
36,WBGene00000037,4.098375366,4.739538182,3.933451694
37,WBGene00000038,1.105754808,0.668442068,1.660894252
38,WBGene00000039,1.73291834,1.70738615,1.73427762
39,WBGene00000040,3.925244653,5.054234336,4.809176284
40,WBGene00000041,7.272068638,6.928071852,7.282334391
41,WBGene00000042,3.638322168,3.534430674,2.225605196
42,WBGene00000043,1.443589375,0.505736284,1.757051317
43,WBGene00000044,1.378771559,2.706388216,1.908938689
44,WBGene00000045,0.983499686,0.110647798,0.441328049
45,WBGene00000046,0.259294388,0.181418156,0.210452141
46,WBGene00000047,0.898945411,0.245618632,0.521104233
47,WBGene00000048,1.933163361,0.354874085,0.704236272
48,WBGene00000049,0.929926767,0.202187811,0.279998086
49,WBGene00000050,0.359323861,0,0.05889136
50,WBGene00000051,5.657808726,5.976925243,4.506595412
51,WBGene00000053,1.864401629,1.764338631,0.513169561
52,WBGene00000054,3.021989626,0.259137322,2.858713926
53,WBGene00000055,1.963656865,0.656526573,1.096991727
54,WBGene00000056,1.374097493,0.627109762,1.880164177
55,WBGene00000057,2.785860862,3.298019445,2.311499578
56,WBGene00000058,1.330492164,0.464561775,0.652203058
57,WBGene00000059,1.762347126,0.754717618,0.955855913
58,WBGene00000060,2.562876343,2.431749025,1.135279227
59,WBGene00000061,0.436367155,1.075408494,0.150587647
60,WBGene00000062,0.849496456,0.283547892,0.555596993
61,WBGene00000063,8.194979528,6.130390163,7.91930958
62,WBGene00000064,9.735844456,9.518294058,11.14327276
63,WBGene00000065,8.739768926,8.370476349,8.304522261
64,WBGene00000066,11.89291254,11.71896086,11.50512764
65,WBGene00000067,3.439332162,3.061963827,2.871658479
66,WBGene00000068,5.77308271,4.182770748,4.495517709
67,WBGene00000069,2.40502435,0.609579686,1.559457851
68,WBGene00000070,2.189876956,0.858322337,0.939449242
69,WBGene00000071,1.679637651,0.557656074,1.276424268
70,WBGene00000072,4.701141211,5.169026426,4.326546078
71,WBGene00000073,2.674308621,0.798579456,2.559247767
72,WBGene00000074,4.764751656,3.44492768,2.316265341
73,WBGene00000075,1.405472878,0.584670274,1.920448151
74,WBGene00000079,4.921763801,3.506202461,4.070247741
75,WBGene00000080,1.16475804,0.769210525,1.22827362
76,WBGene00000081,2.353229549,1.497172748,1.557784494
77,WBGene00000082,1.093333679,1.301037683,1.068511216
78,WBGene00000083,1.289818128,1.109872289,1.153752972
79,WBGene00000084,0.871650559,0.186507369,0.304376665
80,WBGene00000085,3.770207504,5.216083471,6.291401455
81,WBGene00000086,5.826370989,6.186546801,5.946979527
82,WBGene00000088,5.42760504,6.762506092,1.410777426
83,WBGene00000089,7.930300818,8.321948738,8.421895342
84,WBGene00000090,4.070249259,5.793061734,2.532695515
85,WBGene00000092,6.229720681,5.280385137,4.943117296
86,WBGene00000093,1.898567162,1.199212976,2.467776766
87,WBGene00000094,4.186844259,4.02101294,3.982632953
88,WBGene00000095,5.189578479,1.365261931,6.865910215
89,WBGene00000096,0.670279086,0.290659744,0.374319534
90,WBGene00000097,9.122962746,8.920970432,9.725592239
91,WBGene00000098,2.432464845,1.384900008,2.917401919
92,WBGene00000099,1.13449561,1.167744104,0.70061048
93,WBGene00000100,3.315918238,5.194918849,3.707370078
94,WBGene00000101,4.787456777,4.581008217,6.651648213
95,WBGene00000102,7.076132392,8.1575644,9.824149894
96,WBGene00000103,4.287583137,1.00506332,4.410344606
97,WBGene00000105,5.715746353,2.172232653,5.98690994
98,WBGene00000106,4.915630268,3.9713326,5.573045105
99,WBGene00000107,3.99683242,2.08590154,3.252272518
100,WBGene00000108,0.205012749,0.055858559,0.120606942
101,WBGene00000109,3.716857764,6.482936297,5.39753984
102,WBGene00000110,4.351675654,3.548499482,3.125529081
103,WBGene00000111,0.561873635,0.964047734,0.359222297
104,WBGene00000112,6.174971725,6.117222782,7.949022358
105,WBGene00000113,3.596599691,3.624081753,3.672074264
106,WBGene00000114,6.066898353,6.105819477,6.410077921
107,WBGene00000115,3.482497135,2.148908687,4.200356566
108,WBGene00000116,1.250811163,1.100448276,2.143350509
109,WBGene00000117,1.136954149,1.433101969,1.496433046
110,WBGene00000118,1.319428748,1.129846634,1.219964056
111,WBGene00000120,5.179098598,4.185905071,5.798107914
112,WBGene00000121,5.182539811,5.07507858,5.290747986
113,WBGene00000122,7.092645874,7.078364695,7.261853896
114,WBGene00000123,6.036090557,6.204769732,5.068726316
115,WBGene00000133,0.130783435,0,0.167601224
116,WBGene00000134,3.253433176,1.623332274,4.170260477
117,WBGene00000135,3.826624823,4.885902626,4.822713857
118,WBGene00000136,1.037020644,1.258855557,1.060773778
119,WBGene00000137,2.248783902,2.224300108,0.908928398
120,WBGene00000138,2.441854499,1.047344267,3.098861432
121,WBGene00000139,0.35212625,0.083784838,0.105183684
122,WBGene00000140,6.309038963,5.902255962,5.833061476
123,WBGene00000142,5.535031062,5.410644195,5.796044682
124,WBGene00000143,2.701369267,0.885516943,2.388058637
125,WBGene00000144,1.056597482,0.977077113,0.830608453
126,WBGene00000145,5.313157329,6.673034929,5.019647791
127,WBGene00000146,3.515646048,1.450756749,1.405382916
128,WBGene00000147,5.691177386,1.608932322,5.687924035
129,WBGene00000148,5.195723465,5.329104878,6.522607479
130,WBGene00000149,9.719261688,10.22193393,11.17381866
131,WBGene00000150,2.244117365,1.319665174,2.345166104
132,WBGene00000151,4.155068887,4.234000961,3.449413646
133,WBGene00000155,3.612544166,3.913938883,5.391033461
134,WBGene00000156,3.549150045,3.136219253,2.923904427
135,WBGene00000157,6.640247818,6.247939893,6.501752182
136,WBGene00000158,6.025439274,5.223889106,5.523235996
137,WBGene00000159,1.61456075,1.629972268,1.369550282
138,WBGene00000160,6.88555784,5.506386053,8.1557735
139,WBGene00000161,6.803460284,6.505323944,7.364344513
140,WBGene00000162,6.281476924,5.795042304,4.978881604
141,WBGene00000163,6.510307038,6.047060991,5.97270087
142,WBGene00000164,6.931365559,7.395501904,7.422135587
143,WBGene00000165,4.657406156,4.916717181,4.819337074
144,WBGene00000166,6.027332613,4.7073485,5.761587718
145,WBGene00000168,1.138135618,0.639922304,0.793278258
146,WBGene00000169,0.925487152,0.847154259,1.147108779
147,WBGene00000170,6.291251051,7.316465479,8.194278639
148,WBGene00000171,0.147809162,0,0
149,WBGene00000172,2.292702873,3.012724089,3.319098044
150,WBGene00000173,0.629329563,0,0.193458314
151,WBGene00000174,0.322334206,1.021029402,0.067849593
152,WBGene00000175,8.630606181,8.385451031,8.578579779
153,WBGene00000176,1.808765783,1.60249018,1.383314418
154,WBGene00000177,0.968847455,0.350244547,0.552366376
155,WBGene00000178,2.953261202,4.910870708,1.489200222
156,WBGene00000179,2.030083794,1.560755686,3.082083112
157,WBGene00000180,5.117290839,4.752492142,4.424712966
158,WBGene00000181,5.775913747,4.975934725,3.607311186
159,WBGene00000182,8.984397495,8.162594375,9.518897794
160,WBGene00000183,8.237075988,8.714883993,9.208771492
161,WBGene00000184,5.233617622,4.855430067,4.722836365
162,WBGene00000185,0.059340332,0,0
163,WBGene00000186,3.5695012,3.138264076,3.54139033
164,WBGene00000187,4.863370209,4.007809688,5.327152309
165,WBGene00000188,4.392725852,9.41591436,9.800398124
166,WBGene00000189,2.017051441,0.465957108,0.625829564
167,WBGene00000190,2.910045941,1.625378276,1.851133119
168,WBGene00000191,4.052300402,5.043258404,3.673876582
169,WBGene00000192,7.313498005,6.973088102,7.253566026
170,WBGene00000193,1.654866365,3.457187818,3.972520088
171,WBGene00000195,5.662132603,6.298373532,7.152742139
172,WBGene00000196,3.654673704,3.949443105,3.718614598
173,WBGene00000197,5.94142833,4.444651141,4.747656046
174,WBGene00000198,6.733434793,7.32541306,8.151277766
175,WBGene00000199,2.738507399,3.428682813,5.246309766
176,WBGene00000200,5.4239364,4.654771362,5.931434118
177,WBGene00000201,6.6086014,7.586314515,8.842122547
178,WBGene00000202,2.007001208,2.741857096,2.259022359
179,WBGene00000203,5.101871372,4.520654246,4.68408675
180,WBGene00000204,5.732958335,6.116889392,4.90086998
181,WBGene00000205,4.237960983,3.187463382,4.112485329
182,WBGene00000206,6.443905698,8.356580589,6.168148588
183,WBGene00000207,7.667994378,8.514595387,8.225354839
184,WBGene00000208,5.339835229,4.90328897,4.617368447
185,WBGene00000209,6.511284507,7.465996227,8.442720207
186,WBGene00000210,6.57180747,7.728289559,6.252096048
187,WBGene00000211,0.57473949,0.59929077,0.550132787
188,WBGene00000212,0.938692124,0.712420046,4.682572152
189,WBGene00000213,0.309797701,0.228766656,0.162663813
190,WBGene00000214,4.596628863,3.868240803,3.574106125
191,WBGene00000215,2.359507412,2.187559921,2.199390607
192,WBGene00000216,3.299983956,5.362512098,2.703175344
193,WBGene00000217,2.719072064,2.104167586,3.379197044
194,WBGene00000218,2.5545761,2.554999187,2.371179515
195,WBGene00000219,3.106495297,3.092508788,2.867560007
196,WBGene00000220,2.649470651,0.979370187,1.460540886
197,WBGene00000221,6.970563562,8.493096662,9.808029049
198,WBGene00000222,3.02831016,3.575561112,1.973375009
199,WBGene00000223,8.146440268,8.568032457,10.00416185
200,WBGene00000224,7.08041368,7.033662826,7.549318515
201,WBGene00000225,5.283381129,4.308763848,3.572475895
202,WBGene00000226,4.071789673,2.738060204,2.719095305
203,WBGene00000227,1.467366943,1.01888664,2.424202855
204,WBGene00000228,2.89562028,1.568118274,4.411100754
205,WBGene00000229,9.550208965,10.35224796,10.78551151
206,WBGene00000230,8.133509663,8.837487377,9.659484497
207,WBGene00000231,5.935952519,5.960715823,5.872166826
208,WBGene00000232,5.833367688,4.067858171,6.202060519
209,WBGene00000233,2.841682664,3.43434263,3.202798922
210,WBGene00000235,5.869335124,5.416312761,5.45944961
211,WBGene00000236,5.453848193,5.58975199,5.5913059
212,WBGene00000237,2.490467982,1.31805094,3.108443223
213,WBGene00000238,1.843600926,0.868572127,0.912241593
214,WBGene00000239,1.525256319,2.802494703,2.700529447
215,WBGene00000240,2.485191444,4.333367782,3.229984916
216,WBGene00000241,3.044291017,7.321138415,7.066276296
217,WBGene00000242,2.895463544,7.91746629,7.32861597
218,WBGene00000244,3.28992234,7.864579425,6.249630251
219,WBGene00000245,2.508246094,2.550036512,0.716253532
220,WBGene00000246,0.797938726,3.586565247,1.63116086
221,WBGene00000247,5.982354786,4.994746485,6.826456963
222,WBGene00000248,7.125119165,4.662980914,2.175328196
223,WBGene00000249,6.127138883,6.624660229,6.787996271
224,WBGene00000250,1.351985902,0.873116829,0.726203309
225,WBGene00000251,1.948786633,2.152264862,1.635123031
226,WBGene00000252,2.91375501,2.469125652,1.982543431
227,WBGene00000253,0.960013438,0.838704315,0.91827548
228,WBGene00000254,3.206110567,1.476350576,2.810286612
229,WBGene00000255,1.093727864,0.535514922,0.592788773
230,WBGene00000256,3.634313895,3.07501577,2.281001285
231,WBGene00000257,1.301840277,1.338479692,0.966476576
232,WBGene00000259,5.362499062,5.998303339,7.057729751
233,WBGene00000262,4.950003135,9.756050906,11.47163289
234,WBGene00000263,4.153955201,4.556506447,5.200801742
235,WBGene00000264,1.626597652,0.635124376,2.474508359
236,WBGene00000265,1.011375705,0.837689679,0.761474364
237,WBGene00000266,4.93296818,4.695446234,4.957320414
238,WBGene00000267,1.417222203,0.831186128,0.389725888
239,WBGene00000268,4.671021572,4.204615596,3.720248315
240,WBGene00000269,4.385367075,3.859832885,5.166087066
241,WBGene00000270,2.645022311,0.411388835,2.460272177
242,WBGene00000271,2.841065998,1.067608775,2.551128658
243,WBGene00000272,0.360900918,0.070929945,0.612837474
244,WBGene00000273,2.929958388,2.475764375,2.443954341
245,WBGene00000274,2.970274268,1.228889227,1.20931758
246,WBGene00000275,1.477611944,1.383485952,1.122817429
247,WBGene00000276,5.831596783,5.88008879,5.830405147
248,WBGene00000277,11.47418163,11.09967878,12.17976534
249,WBGene00000279,3.837047702,3.456552694,6.606838073
250,WBGene00000280,4.49426667,5.164540958,7.50158338
251,WBGene00000281,7.008230425,6.666095546,6.67134381
252,WBGene00000282,6.109714477,4.667498823,4.380815858
253,WBGene00000283,2.299242491,3.085396957,2.295665344
254,WBGene00000284,6.678937064,6.102342509,6.112820021
255,WBGene00000285,2.709750073,4.193766744,4.841196907
256,WBGene00000286,5.11835518,3.656215297,4.489585015
257,WBGene00000287,0.92428991,0.355941194,0.524496713
258,WBGene00000288,7.616671861,9.006610657,9.413625156
259,WBGene00000289,5.691979754,4.364862745,2.726600889
260,WBGene00000292,2.259712616,2.371835215,2.85780348
261,WBGene00000293,8.036417569,7.837724517,7.345904626
262,WBGene00000294,5.028710282,3.766573175,6.201116046
263,WBGene00000295,2.85508282,1.279243935,3.584681962
264,WBGene00000296,0.578816057,0.420510763,2.512944514
265,WBGene00000298,2.1854385,3.552032844,3.418835895
266,WBGene00000301,1.228958581,0.486614913,0.553809375
267,WBGene00000302,0.410962751,0.186984179,0.118289909
268,WBGene00000308,2.355714857,3.669000341,2.400744868
269,WBGene00000366,6.396862491,6.278804652,4.89513773
270,WBGene00000367,5.22205052,1.216325123,5.304763559
271,WBGene00000368,6.92848386,5.810249583,7.156546189
272,WBGene00000369,6.385794311,6.128065124,7.946257041
273,WBGene00000370,3.774285996,5.132467274,6.365788358
274,WBGene00000371,8.804657328,9.315474472,10.28607973
275,WBGene00000372,0.120933708,0.056275296,0
276,WBGene00000373,0.747582232,0.46347888,0.602233975
277,WBGene00000374,5.903172991,7.460176472,6.133455986
278,WBGene00000375,0.099676532,0,0
279,WBGene00000376,6.183022261,4.774345081,5.192272077
280,WBGene00000377,7.948544133,7.925991217,6.659480276
281,WBGene00000378,7.393588109,7.283631862,6.293439524
282,WBGene00000379,7.688688064,6.049359272,6.367865552
283,WBGene00000380,8.905684317,8.58289989,8.10417903
284,WBGene00000381,7.913622198,7.825204954,7.193554309
285,WBGene00000382,2.581319024,1.034468864,2.096095616
286,WBGene00000383,2.301244977,0.254245267,0.774551823
287,WBGene00000386,2.741831209,1.182572805,1.177328762
288,WBGene00000387,0.987589646,0.995771526,1.110931502
289,WBGene00000388,0.249727228,0.070375223,0.15176706
290,WBGene00000389,0.435155119,0.578758073,0.109959056
291,WBGene00000390,7.514137903,7.199342531,6.874597852
292,WBGene00000391,1.191359054,1.158153666,0.756018368
293,WBGene00000392,1.23734137,0.686966303,0.974460104
294,WBGene00000393,3.391515498,0.872130095,3.550375354
295,WBGene00000395,0.806446332,0.600263958,0.683751749
296,WBGene00000396,5.001706748,4.642917641,3.589589761
297,WBGene00000397,0.800628788,0.638661412,0.872065433
298,WBGene00000399,1.226978208,1.342143614,1.328615699
299,WBGene00000401,1.325810132,0.874565934,0.877965863
300,WBGene00000402,1.09218283,1.410000504,1.433834938
301,WBGene00000403,10.49820257,10.4107145,11.25707677
302,WBGene00000405,1.927650151,1.192724503,0.938538289
303,WBGene00000406,2.389331119,5.974237407,5.943023333
304,WBGene00000407,5.145503714,3.758756454,2.931644738
305,WBGene00000408,5.48884149,5.460090087,5.447526832
306,WBGene00000409,5.083461856,4.767067105,5.704831847
307,WBGene00000410,5.081639452,6.293091247,7.182984907
308,WBGene00000411,1.662600043,1.574181323,1.395700338
309,WBGene00000412,0.409135408,0.222000374,0.398065804
310,WBGene00000413,1.00962446,0.802479573,1.550926964
311,WBGene00000414,6.878899974,5.617294606,7.765528506
312,WBGene00000415,3.607152581,3.50657702,1.613107975
313,WBGene00000416,3.858963968,1.450128482,3.157267056
314,WBGene00000417,1.497027554,1.351860325,0.802584798
315,WBGene00000418,3.52161115,2.814290927,3.43556254
316,WBGene00000419,3.018870957,3.764382476,2.179539541
317,WBGene00000420,2.971966207,1.216615426,1.343138704
318,WBGene00000421,4.935616951,1.401451236,5.06285215
319,WBGene00000422,0.972523308,2.059566213,0.247628659
320,WBGene00000423,0.590251073,0,0.220991921
321,WBGene00000424,5.561637012,6.080254563,7.491633613
322,WBGene00000425,0.461439622,0.545948106,0.426132007
323,WBGene00000426,5.061573151,5.637397479,5.265316028
324,WBGene00000427,0.08957511,0,0
325,WBGene00000428,1.159071736,1.37547365,1.186208861
326,WBGene00000429,1.038448458,0.349452671,2.71070066
327,WBGene00000430,2.445758744,0.660619258,0.385963677
328,WBGene00000431,2.368552006,0.473576609,2.02607112
329,WBGene00000432,0.046083134,0,0
330,WBGene00000433,1.89439046,3.062279844,2.44562652
331,WBGene00000434,1.89485956,0.361472577,2.071929645
332,WBGene00000435,0.878443997,0.442439469,0.490117436
333,WBGene00000436,1.861377261,2.621360464,0.381159191
334,WBGene00000437,1.873031228,0.489507429,0.999277963
335,WBGene00000438,1.145033775,0.609907724,0.755886067
336,WBGene00000439,0.623826145,0.286658072,0.560185636
337,WBGene00000440,0.84770458,0.700086728,0.537385058
338,WBGene00000441,4.047276185,3.472250737,1.555443299
339,WBGene00000442,1.460634881,3.101120226,2.17662501
340,WBGene00000443,4.641942927,4.0894876,3.133889501
341,WBGene00000444,2.296626728,3.803020898,3.52413771
342,WBGene00000445,0.657531156,0.089474156,0.245514174
343,WBGene00000446,3.214080332,7.456090793,9.265505386
344,WBGene00000447,1.689726854,0.781229955,1.796371086
345,WBGene00000448,1.566691417,3.885415139,1.146388661
346,WBGene00000449,2.52226078,4.483948732,3.759984247
347,WBGene00000450,0.026639608,0,0
348,WBGene00000451,0.861576715,0.878954967,0.660544583
349,WBGene00000452,1.642629323,2.383423144,3.777662608
350,WBGene00000453,3.323912522,4.393029171,3.956220397
351,WBGene00000454,0.437972106,0.12675839,1.325289625
352,WBGene00000455,1.627393191,3.144990549,1.630533346
353,WBGene00000457,1.666399574,9.93458189,10.09004292
354,WBGene00000458,1.817259241,0.670094931,2.335318569
355,WBGene00000459,5.525671468,5.682715115,4.30096934
356,WBGene00000460,0.356491466,0,0.483760857
357,WBGene00000461,0.107915819,0.106688732,0
358,WBGene00000462,2.693602536,1.007914153,3.610753033
359,WBGene00000463,1.791469564,1.147032186,1.305170123
360,WBGene00000464,6.326521467,6.046132334,5.726237609
361,WBGene00000465,2.237218904,1.816087026,1.382621162
362,WBGene00000466,5.409142181,5.3676823,4.874883436
363,WBGene00000467,1.30573188,2.123888305,0.58097515
364,WBGene00000468,0.288782853,0,0.116106429
365,WBGene00000469,0.451033266,0.1442698,0.417300643
366,WBGene00000472,10.17808499,10.87176778,11.93163329
367,WBGene00000473,2.453129965,2.501386136,2.118071035
368,WBGene00000474,2.009703288,1.732732452,1.745885593
369,WBGene00000475,8.183176832,8.561646674,9.342168289
370,WBGene00000476,2.025754704,0.835920867,2.088839299
371,WBGene00000477,0.269096842,0.110754537,0.286694132
372,WBGene00000478,3.505801978,1.551623156,3.197700878
373,WBGene00000479,5.502647756,3.128615086,6.055735729
374,WBGene00000480,5.497139866,4.946996404,2.921941888
375,WBGene00000481,4.82901389,3.702960067,3.273292008
376,WBGene00000482,6.073057686,6.145764512,8.216597811
377,WBGene00000483,0.647129642,8.329066959,9.196282123
378,WBGene00000484,2.513411372,5.6671107,6.280140586
379,WBGene00000485,3.07573052,6.604918591,8.051061481
380,WBGene00000487,0.533778713,0.093405939,0.070059915
381,WBGene00000488,3.496183789,6.351939641,6.417189109
382,WBGene00000490,2.489927182,5.364098014,6.506187853
383,WBGene00000491,3.662266302,6.781296128,8.488384151
384,WBGene00000492,3.35854287,5.797651843,7.541921114
385,WBGene00000493,0.898727678,0.547945201,0.759187751
386,WBGene00000496,1.711680416,1.035635413,1.684508348
387,WBGene00000497,1.19599623,1.012248431,0.92605483
388,WBGene00000498,1.616718208,1.075467168,1.058889275
389,WBGene00000499,0.960060146,0.997301532,0.795989845
390,WBGene00000500,5.718965151,5.276569419,4.72082811
391,WBGene00000501,6.219785807,5.311467849,4.374845899
392,WBGene00000502,2.500582444,3.507033433,2.764502233
393,WBGene00000503,0.518617017,0.582515251,2.05030432
394,WBGene00000506,5.356124633,4.443707438,4.493496865
395,WBGene00000507,3.893999754,2.904647758,3.008376021
396,WBGene00000508,5.800727321,4.364173142,5.747949883
397,WBGene00000509,2.050353461,3.254844803,3.079977854
398,WBGene00000510,6.767789068,7.005457452,6.752316052
399,WBGene00000511,3.126133459,2.44665714,2.089737321
400,WBGene00000512,2.759234049,0.93737996,1.971549908
401,WBGene00000513,0.182158059,0.205697629,0
402,WBGene00000514,5.26245737,5.461181478,4.865564132
403,WBGene00000515,1.523491909,0.700023632,0.937695609
404,WBGene00000516,1.599821942,1.044662744,1.283679399
405,WBGene00000517,1.250524391,1.212398643,1.00733051
406,WBGene00000518,6.36621217,6.92399254,7.890901582
407,WBGene00000519,3.543032205,3.165739795,4.740587318
408,WBGene00000520,3.073066028,0.755703282,2.216114319
409,WBGene00000521,0.628185422,0.352384861,0.584402527
410,WBGene00000522,1.554866607,1.079878508,0.736690785
411,WBGene00000523,0.930556462,0.559556143,1.295000476
412,WBGene00000524,4.238944708,3.133124077,1.268053363
413,WBGene00000525,0.224126288,0.667941443,0.372116255
414,WBGene00000526,0.076067799,0,0
415,WBGene00000527,5.525571617,5.016533468,4.440053393
416,WBGene00000528,3.072495956,6.953325038,7.408580832
417,WBGene00000529,4.802696362,1.212167234,3.839005458
418,WBGene00000530,0.672368553,0.208122601,0.566996982
419,WBGene00000531,0.37643017,0.397990462,0.199721441
420,WBGene00000532,5.063959267,5.795896271,3.650173669
421,WBGene00000533,2.902153716,1.224073928,2.700493853
422,WBGene00000534,8.658545571,8.485329739,8.406136146
423,WBGene00000535,2.309927074,2.889700406,2.253552593
424,WBGene00000536,5.767288663,6.155345327,6.978877955
425,WBGene00000537,2.478255674,2.408797623,1.77569479
426,WBGene00000539,0.575031071,2.525541861,0.480998416
427,WBGene00000540,2.673122894,0.913054239,3.53689511
428,WBGene00000541,0.686606089,0.252295199,0.417521983
429,WBGene00000542,7.794036018,8.243072678,8.844578049
430,WBGene00000543,2.813689032,0.716216705,2.362077149
431,WBGene00000544,0.574559647,0.544147428,0.247201902
432,WBGene00000545,7.133761328,5.262996707,7.71144481
433,WBGene00000546,0.514394353,0.520421247,0.457134292
434,WBGene00000547,4.39518549,5.814451708,4.34902032
435,WBGene00000548,4.950272312,3.666987217,3.155464493
436,WBGene00000549,6.604874922,7.137752043,6.638431175
437,WBGene00000550,3.54445059,5.302433753,1.70111561
438,WBGene00000551,0.091789738,0.055045893,0
439,WBGene00000552,11.18863553,11.46514136,12.26834953
440,WBGene00000553,7.635013591,8.112535879,8.250779239
441,WBGene00000554,7.663147342,8.103992999,8.837045644
442,WBGene00000555,0.037804579,0,0
443,WBGene00000556,0.597943553,0,1.038183941
444,WBGene00000557,1.712584248,1.423710752,1.520769522
445,WBGene00000558,2.004810622,1.0885064,2.524559857
446,WBGene00000560,0.115465425,0.123233071,0
447,WBGene00000561,0.487047211,0.300694435,0.070439147
448,WBGene00000562,1.175567963,0.534501926,0.430444789
449,WBGene00000563,0.378598432,1.322135238,1.832060347
450,WBGene00000564,3.885167282,4.244015754,4.607638008
451,WBGene00000565,5.063356842,5.547874034,6.121182754
452,WBGene00000566,5.235423867,4.709805975,6.405064399
453,WBGene00000567,7.226895478,6.203291845,7.573570588
454,WBGene00000583,0.753609954,0.319997776,0.431678081
455,WBGene00000584,2.690318547,3.218319519,7.107279502
456,WBGene00000585,4.659622926,5.649163836,3.859655572
457,WBGene00000591,4.204270164,3.80892587,3.79894558
458,WBGene00000592,0.810570701,0.757836947,0.781564019
459,WBGene00000593,2.297019138,1.152324153,1.972583344
460,WBGene00000594,2.852572364,2.60000283,3.716240967
461,WBGene00000596,0.90159241,0.089836371,0.369882619
462,WBGene00000597,1.311691067,0.730559273,0.344400195
463,WBGene00000598,0.320275523,0.076243342,0.265821763
464,WBGene00000599,0.338679609,1.482827574,0.171594663
465,WBGene00000601,0.953918449,0.130409646,0.285545355
466,WBGene00000602,0.145442605,0,0
467,WBGene00000603,3.95291879,2.853560807,6.793710016
468,WBGene00000606,2.781867986,2.849982851,2.659627951
469,WBGene00000608,2.619225878,1.540273853,1.093496887
470,WBGene00000609,2.650776658,1.816569056,2.733856541
471,WBGene00000610,1.334956788,0.929424081,1.124148819
472,WBGene00000611,1.984769894,1.765707612,1.929945875
473,WBGene00000612,1.305956632,0.341604112,0.794774831
474,WBGene00000613,3.050033765,3.047101294,2.50293346
475,WBGene00000614,1.688268629,0.883689048,1.831935928
476,WBGene00000615,3.597481815,3.296456949,2.537980915
477,WBGene00000616,3.838013795,3.177403548,2.979127254
478,WBGene00000617,1.822670059,0.676848958,1.855209484
479,WBGene00000618,2.147684391,2.434406864,2.338535492
480,WBGene00000620,2.040720727,1.295742711,2.3359671
481,WBGene00000621,1.302646102,0.194108732,1.11561148
482,WBGene00000622,1.231214664,0.420777641,1.322481273
483,WBGene00000623,0.669777212,0.93513262,0.837393524
484,WBGene00000624,0.850387852,0.961925671,1.027405445
485,WBGene00000625,3.410206164,2.814963392,4.518527011
486,WBGene00000626,3.170868723,2.823918458,2.277673811
487,WBGene00000627,1.807865402,0.477165453,1.577489893
488,WBGene00000628,1.384471943,0.387231433,0.893853563
489,WBGene00000629,0.196944029,0.140326493,0
490,WBGene00000630,0.762649534,0.619797091,0.599429394
491,WBGene00000631,1.205104367,1.402377171,1.718596536
492,WBGene00000632,0.119387872,0.226944077,0
493,WBGene00000633,0.386457936,0.285492866,0.53541443
494,WBGene00000634,1.274630574,0.948910224,0.997857568
495,WBGene00000636,2.390964674,4.443812962,1.341867941
496,WBGene00000637,1.521353443,1.373931881,1.759095236
497,WBGene00000638,1.302654881,0.337809297,1.550156591
498,WBGene00000639,3.49143776,2.771177412,5.957920837
499,WBGene00000640,1.230133847,0.777716465,1.547074489
500,WBGene00000641,2.581234633,2.434384774,2.114958837
501,WBGene00000642,0.151669483,0,0
502,WBGene00000644,1.413960947,0.934480585,1.323231059
503,WBGene00000645,0.628746288,0.8468323,0.615986785
504,WBGene00000646,0.431120854,0.701341858,0.219777762
505,WBGene00000647,3.304880207,2.657615264,2.049122235
506,WBGene00000648,0.905933847,2.603282783,0.550582058
