rxns,formula,normalized_OFD_exp_resp_simi,normalized_OFD_exp_resp,normalized_OFD_exp_simi,normalized_OFD_exp_only,normalized_OFD_no_data,OFD_exp_resp_simi,OFD_exp_resp,OFD_exp_simi,OFD_exp_only,OFD_no_data,FVA_PFD_exp_resp_simi_1,FVA_PFD_exp_resp_simi_2,FVA_PFD_exp_resp_1,FVA_PFD_exp_resp_2,FVA_PFD_exp_simi_1,FVA_PFD_exp_simi_2,FVA_PFD_exp_only_1,FVA_PFD_exp_only_2,FVA_PFD_no_data_1,FVA_PFD_no_data_2,PFD_bounded_exp_resp_simi,PFD_bounded_exp_resp,PFD_bounded_exp_simi,PFD_bounded_exp_only,PFD_bounded_no_data,FVA_OFD_exp_resp_simi_1,FVA_OFD_exp_resp_simi_2,FVA_OFD_exp_resp_1,FVA_OFD_exp_resp_2,FVA_OFD_exp_simi_1,FVA_OFD_exp_simi_2,FVA_OFD_exp_only_1,FVA_OFD_exp_only_2,FVA_OFD_no_data_1,FVA_OFD_no_data_2,OFD_bounded_exp_resp_simi,OFD_bounded_exp_resp,OFD_bounded_exp_simi,OFD_bounded_exp_only,OFD_bounded_no_data,related_responsiveness_constraints,related_similarity_constraints
TCM0316,xol27oh[c]  <=> xol27oh[m],0,0,0,0,0,0,0,0,0,0,-0.00189603691971031,-0,-0.00546620118959204,-0,-0.00192358785188111,-0,-0.00325845833624245,-0,-0.162664774120685,-0,0,0,0,0,0,-0.000127341868262154,-0,-0.00347095369580493,-0,-0.00191947410223457,-0,-0.00230106127489184,-0,-0.00541347526745994,-0,0,0,0,0,0,"ND",ND
TCM1033,4hbz[c]  <=> 4hbz[m],0.00833566554058402,0.00573322252216257,0.00871849731302825,0.00905147222378646,0,0.00999999999993406,0.00999999999993406,0.00999999999996248,0.00999999999996248,0,-0.0108002160955076,0.0107445002131783,-0.0491009542468263,0.0136197835911517,-0.0013944023046036,0.011080360819556,-0.00797941940905664,0.011957752993156,-6.1949096339481,4.24208309467338,0,0,0,0,0,0.00738944014295984,0.0100366766164853,-0.0472788362256232,0.0136197835911236,-0.00139440230360529,0.0110803608194559,-0.00797027771931858,0.0119567104225488,-0.203137196206285,0.135695121160779,1,0,0,0,0,"ND",ND
TCM1031,nh4[c]  <=> nh4[m],-0.870680072354915,-0.747933470022008,-1.33558656968294,-0.734678158209637,-0.860206041097534,-1.04452376131225,-1.30456033605156,-1.53189996134097,-0.811667030559086,-1.03840422438338,-1.19089667471994,-0.666144747338188,-2.19983844488512,-0.0487661182967769,-2.74718453931911,-0.390417376270807,-37.7127677466479,19.49927274364,-1000,570.932861917447,1,1,1,0,0,-1.07845033831147,-1.02635317541736,-1.94859671740113,-0.0487661182979938,-2.74718453922201,-0.39041737636287,-6.23016473931996,1.62842419329497,-22.5788110205676,7.1627509700786,1,1,1,0,0,"Model predicts revserse flux. Leave-one-out analysis indicates the following related gene: icl-1. Leave-one-in analysis indicates no related gene constraints.",ND
TCM1037,34hpp[c]  <=> 34hpp[m],-0.00833566554058402,0,-0.00871849731302825,1.07284095712736,0,-0.00999999999993406,0,-0.00999999999996249,1.18526680588381,0,-0.825701996701734,0.792693587168932,-949.054871242583,1000,-0.602393759289016,0.573308786361816,-999.975203265606,1000,-999.979307039754,1000,0,0,0,0,0,-0.0640776832739803,0.0294376988296244,-24.608185906874,32.906511950175,-0.602393759258473,0.573308786282393,-9.58804260521487,12.7677909829614,-35.9661936481757,47.214216681798,0,0,0,0,0,"ND",ND
TCM1034,3mob[c]  <=> 3mob[m],0,0,0,0,0,0,0,0,0,0,-0.0160239629681249,0.010658282145073,-0.0717036543730967,0.0232774632673395,-0.0985994674545432,0.0106480058170897,-0.271712138288897,0.0160668017718302,-9.57797605585063,0.546560802426143,0,0,0,0,0,-0.000789394999260618,0.000963577475216609,-0.0717036543724751,0.0158809371475875,-0.0985994673348725,0.0106301327537355,-0.161842131685886,0.0119484041594855,-0.314481634389153,0.018184703502925,0,0,0,0,0,"ND",ND
TCM1039,pan4p[c]  <=> pan4p[m],0.00192882508836563,0.0013266347340941,0,0,0,0.00231394251480221,0.00231394251480221,0,0,0,0.00231394251454731,0.00554533234004149,0.00231394251454731,0.0119235959695802,0,0.00583288777636556,0,0.00885746101507758,0,0.300714707610268,1,1,0,0,0,0.00231394251480221,0.00247313178465092,0.00231394251480221,0.00872149855427862,0,0.0058269579172211,0,0.00657932727292901,0,0.0100167126006454,1,1,0,0,0,"Model predicts forward flux. Leave-one-out analysis indicates no related gene constraints. Leave-one-in analysis indicates the following related gene: F25H9.6, pnk-1.",ND
TCE0401,atp[c] + h2o[c] + andrstrnglc[c]  -> adp[c] + h[c] + pi[c] + andrstrnglc[e],-0,-0,-0,-0,0,-0,-0,-0,-0,0,0,-0,0,-0,0,-0,0,-0,0,-0,1,1,1,1,1,0,-0,0,-0,0,-0,0,-0,0,-0,1,1,1,1,1,"ND",ND
TCE1133,pap[e]  <=> pap[c],-0,1.95537581550992e-13,-0,-0,0,-0,3.41060513164848e-13,-0,-0,0,-0.0339564285122149,0.00237398315826605,-0.141768767288838,0.00601620858234354,-0.0157235956980946,0.00289630671671276,-0.0248539250631459,0.00437036323138908,-34.7235092103906,0.148678406692852,0,0,0,0,0,-0.0110967817419807,0.000118370176516565,-0.13422289896924,0.00430738253688713,-0.0157235956968914,0.00289244018149519,-0.0248460708701562,0.0032497330728519,-1.24515022438538,0.00494700041122087,0,0,0,0,0,"ND",ND
TCE1132,atp[c] + h2o[c]  -> adp[c] + pi[c] + h[e],0,0,0,0,0,0,0,0,0,0,0,0.72840158407107,0,3.65688637297689,0,3.52569481821389,0,36.4451548038331,0,1000,0,0,0,0,0,0,0.0358835432366256,0,3.65688637300117,0,3.15123639743726,0,6.36585523775564,0,36.7411047851635,0,0,0,0,0,"ND",ND
TCE1130,melib[e]  -> melib[c],0,0,0,0,0,0,0,0,0,0,0,0.00291740228520933,0,0.00748883529875149,0,0.00356459388033421,0,0.00493263313579129,0,0.183883476163829,0,0,0,0,0,0,0.00014538578822477,0,0.00532465790027451,0,0.00356078865725958,0,0.00400185912552346,0,0.00611557652518621,0,0,0,0,0,"ND",ND
