rxns,formula,normalized_OFD_exp_resp_simi,normalized_OFD_exp_resp,normalized_OFD_exp_simi,normalized_OFD_exp_only,normalized_OFD_no_data,OFD_exp_resp_simi,OFD_exp_resp,OFD_exp_simi,OFD_exp_only,OFD_no_data,FVA_PFD_exp_resp_simi_1,FVA_PFD_exp_resp_simi_2,FVA_PFD_exp_resp_1,FVA_PFD_exp_resp_2,FVA_PFD_exp_simi_1,FVA_PFD_exp_simi_2,FVA_PFD_exp_only_1,FVA_PFD_exp_only_2,FVA_PFD_no_data_1,FVA_PFD_no_data_2,PFD_bounded_exp_resp_simi,PFD_bounded_exp_resp,PFD_bounded_exp_simi,PFD_bounded_exp_only,PFD_bounded_no_data,FVA_OFD_exp_resp_simi_1,FVA_OFD_exp_resp_simi_2,FVA_OFD_exp_resp_1,FVA_OFD_exp_resp_2,FVA_OFD_exp_simi_1,FVA_OFD_exp_simi_2,FVA_OFD_exp_only_1,FVA_OFD_exp_only_2,FVA_OFD_no_data_1,FVA_OFD_no_data_2,OFD_bounded_exp_resp_simi,OFD_bounded_exp_resp,OFD_bounded_exp_simi,OFD_bounded_exp_only,OFD_bounded_no_data
RC02397,akg[c] + o2[c] + 4tmeabutn[c]  -> co2[c] + succ[c] + crn[c] ,0,0,0,0,0,0,0,0,0,0,0,0.00693864541870426,0,0.0281319512612542,0,0.0153560893983022,0,0.0245278733436353,0,5.93948942642598,0,0,0,0,0,0,0.00151984558414331,0,0.0281319512605629,0,0.0153560893972326,0,0.0245201891582064,0,0.193568291469065,0,0,0,0,0
RM00667,akg[m] + orn[m]  <=> glu-L[m] + glu5sa[m] ,0.083235948989522,0.0846367791378307,0.0800067938455668,0.0774971975076265,0.0994583742605822,0.0975248106217708,0.147626024457407,0.0916197147432865,0.0845990565771494,0.120721988209425,0.0664067071730396,0.12403446035576,0.0119464826696003,0.271345878418553,-0.356148685111582,0.134663052557636,-4.33290039460008,0.257870259369042,-241.87356501422,9.23833441514512,1,1,0,0,0,0.0905397000696208,0.111255661791314,0.0119464826706843,0.206383071548352,-0.356148685066239,0.133146076423456,-1.10125154289369,0.173025455713162,-6.37409834962568,0.302591287227756,1,1,0,0,0
RMC0015,glu5sa[m]  <=> h2o[m] + h[m] + 1pyr5c[m] ,0.04566280704385,0.04566280704385,0.0192039533074101,0.047235485732526,-0.0205111961170315,0.0535016019336852,0.0796464461209178,0.0219913914731354,0.0515641553301569,-0.0248963689001584,0.00399352336253725,0.115837853411979,-0.0251363441581463,0.307005183432939,-0.0317329888744918,0.390851002414336,-0.0893893651543846,3.24302388906805,-3.25308581724391,226.394106371938,1,0,0,0,0,0.0155686529725585,0.0694488716189605,-0.015654087578733,0.30556278281051,-0.0313467590689435,0.390851002363118,-0.0580599109246768,1.14486389585153,-0.106585357757012,6.21597258170061,1,0,0,0,0
RM01248,nadh[m] + 2 h[m] + 1pyr5c[m]  -> nad[m] + pro-L[m] ,0,0,0,0.0472354857325998,0,0,0,0,0.0515641553302375,0,0,0.116135407109913,0,0.33516412592241,0,0.3908510024168,0,18.2434636913171,0,1000,0,0,0,0,0,0,0.0694488716187369,0,0.335164125919521,0,0.3908510023629,0,5.2086848727905,0,22.6392638806025,0,0,0,0,0
RM01253,fad[m] + pro-L[m]  -> h[m] + fadh2[m] + 1pyr5c[m] ,0,0,0,0,0.0205111961169849,0,0,0,0,0.0248963689001019,0,0.0599473793787209,0,0.245338802059889,0,0.214757799500718,0,18.1668510194594,0,999.725495763798,0,0,0,0,0,0,0.0131428015942269,0,0.24533880205619,0,0.214757799462632,0,5.26769451979792,0,22.6511542955868,0,0,0,0,0
RM00245,nad[m] + h2o[m] + glu5sa[m]  -> nadh[m] + 2 h[m] + glu-L[m] ,0.0461079905097297,0.0447071603613549,0.0608028405381567,0.0302617117751876,0.119969570377612,0.0540232086880856,0.077979578336489,0.069628323270151,0.0330349012470876,0.145618357109581,0,0.611569886197514,0,2.54897386244494,0,2.40761625741657,0,20.0928896768676,0,706.569279892555,0,0,0,0,0,0.0433328030050638,0.178296270869841,0,2.54897386243405,0,2.37279575790544,0,5.18726085614491,0,23.9374271476176,1,0,0,0,0
RM03313,h[m] + nadph[m] + glu5p[m]  -> pi[m] + nadp[m] + glu5sa[m] ,0.00853484856405771,0.00573318826737423,0,0,0,0.01,0.01,0,0,0,0.01,0.565312605864376,0.01,2.4224982202493,0,2.30950864692387,0,20.0395383705838,0,705.014881292606,1,1,0,0,0,0.01,0.131860525885033,0.01,2.42249822024512,0,2.28735382759991,0,5.13430097889496,0,23.8283791866268,1,1,0,0,0
RM00239,atp[m] + glu-L[m]  -> adp[m] + glu5p[m] ,0.00853484856405771,0.00573318826737423,0,0,0,0.01,0.01,0,0,0,0.01,0.565312605864376,0.01,2.4224982202493,0,2.30950864692387,0,20.0395383705838,0,705.014881292606,1,1,0,0,0,0.01,0.131860525885033,0.01,2.42249822024512,0,2.28735382759991,0,5.13430097889496,0,23.8283791866268,1,1,0,0,0
RC01252,akg[c] + o2[c] + pro-L[c]  -> co2[c] + succ[c] + 4hpro-LT[c] ,0,0,0,0,0,0,0,0,0,0,0,0.0595991050315663,0,0.224573845596334,0,0.362555737184335,0,3.1664112172402,0,224.504649254777,0,0,0,0,0,0,0.0131628094056352,0,0.224573845590735,0,0.362336446867625,0,1.08591029271228,0,6.20808009005724,0,0,0,0,0
RC00670,h[c] + orn[c]  -> co2[c] + ptrc[c] ,0.00426742428192794,0.00286659413361933,0.00873248667808662,0.00916052739146116,0,0.00499999999988177,0.00499999999988177,0.00999999999987722,0.00999999999987722,0,0,0.0398994766257267,0,0.119199107908434,0.00999999999976353,0.463886776504282,0.00999999999976353,4.47286437262315,0,245.748041869079,0,0,1,1,0,0,0.0158579587362196,0,0.11919910790424,0.00999999999987722,0.463886776445519,0.00999999999987722,1.20657852911097,0,6.47616068224578,0,0,1,1,0
RM03291,nad[m] + 4hpro-LT[m]  <=> nadh[m] + 2 h[m] + 1p3h5c[m] ,1.29554303732791,1.25229685632864,0,-1.36521078323879e-11,0.242871225361188,1.51794496130107,2.18429397034642,0,-1.49031897933583e-11,0.294795661224498,1.01726014337019,2.90097120711236,-0.0100000000002183,5.2747909394106,-0.0100000000002183,4.76773425258068,-0.01,80.1481534823983,-0.00999999999999091,1000,1,0,0,0,0,1.4665920853863,2.68172794305363,-0.0100000000002183,4.03828711240737,-0.01,4.76773425243565,-0.01,8.8818847888729,-0.00999999999999091,35.3537249361948,1,0,0,0,0
RM03293,nadp[m] + 4hpro-LT[m]  <=> 2 h[m] + nadph[m] + 1p3h5c[m] ,-1.29554303732791,-1.25229685632864,0,1.41451605065693e-11,-0.242871225361188,-1.51794496130107,-2.18429397034642,0,1.54414259156965e-11,-0.294795661224498,-2.90097120711317,-1.01726014344732,-5.27471267532299,0.01,-4.75898453488606,0.01,-80.1481534823004,0.01,-1000,0.01,1,0,0,0,0,-2.68172794306073,-1.4665920853911,-4.01402716580197,0.01,-4.7589845347679,0.01,-8.88188478886478,0.01,-35.3450718438118,0.01,1,0,0,0,0
RM05051,nad[m] + h2o[m] + 4hglusa[m]  -> nadh[m] + 2 h[m] + e4hglu[m] ,0,0,0,0,0,0,0,0,0,0,0,0.0595991050315663,0,0.224573845596334,0,0.362555737184335,0,3.1664112172402,0,224.504649254776,0,0,0,0,0,0,0.0131628094056352,0,0.224573845590735,0,0.362336446867625,0,1.08591029271228,0,6.20808009005724,0,0,0,0,0
RMC0016,h2o[m] + h[m] + 1p3h5c[m]  <=> 4hglusa[m] ,0,0,0,0,0,0,0,0,0,0,0,0.0595991050315663,0,0.224573845596334,0,0.362555737184335,0,3.1664112172402,0,224.504649254776,0,0,0,0,0,0,0.0131628094056352,0,0.224573845590735,0,0.362336446867625,0,1.08591029271228,0,6.20808009005725,0,0,0,0,0
RM05052,akg[m] + e4hglu[m]  -> glu-L[m] + 4h2oglt[m] ,0,0,0,0,0,0,0,0,0,0,0,0.059599105129351,0,0.224573845596547,0,0.362555737182385,0,3.16641121724049,0,224.504649254784,0,0,0,0,0,0,0.0131628094052785,0,0.224573845592888,0,0.362336446867482,0,1.08591029273863,0,6.20808009005718,0,0,0,0,0
RC05052,akg[c] + e4hglu[c]  -> glu-L[c] + 4h2oglt[c] ,0,0,0,0,0,0,0,0,0,0,0,0.0595991050318191,0,0.224573845596431,0,0.362555737178066,0,3.16641121724347,0,224.50464925478,0,0,0,0,0,0,0.0131628094047997,0,0.224573845592673,0,0.362031686462518,0,1.04367903523459,0,6.039172733205,0,0,0,0,0
RC00669,h2o[c] + acorn[c]  <=> ac[c] + orn[c] ,0.004018,0.004018,0.00417632730232207,0.00438103853563633,0.00401800000001979,0.0047077578118032,0.00700831686073379,0.00478251780532446,0.00478251780532446,0.00487702470741169,-0.0077914652803973,0.0124362687135331,-0.051122418167854,0.0262308546476016,-0.0413569544296782,0.0121272289720835,-0.457161159931548,0.0181522763667772,-47.6562245479917,0.622919003568768,0,0,0,0,0,0.00215004756727949,0.00801644619062613,-0.0511224181665636,0.0180667462091783,-0.0413569544246591,0.0120922082633874,-0.215231976441232,0.0135049132923901,-1.61009632045204,0.0207369786685376,1,0,0,0,0
RM01251,2 h[m] + nadph[m] + 1pyr5c[m]  -> nadp[m] + pro-L[m] ,0.04566280704385,0.04566280704385,0.0192039533074101,0,0,0.0535016019336852,0.0796464461209178,0.0219913914731354,0,0,0,0.116135407109475,0,0.335164125922177,0,0.390851002384771,0,16.0929208339429,0,919.458325752174,0,0,0,0,0,0,0.0694488716185411,0,0.335164125917219,0,0.390851002364719,0,4.78383545402314,0,20.8971823083167,0,0,0,0,0
RC01168,his-L[c]  -> nh4[c] + urcan[c] ,0.01204606317675,0.01204606317675,0,0,0.0141520473696801,0.0141139741219063,0.0210111069355604,0,0,0.0171776716480962,0.00999999999976353,0.0229285044625538,0.00999999999976353,0.0461179654428452,0,0.0113876178484492,0,0.0180750684063298,0,1.93682436457112,1,1,0,0,0,0.00999999999976353,0.0167586592395077,0.00999999999976353,0.0372112573989238,0,0.0113876178469436,0,0.0180659123052693,0,0.0632477502314444,1,1,0,0,0
RC02914,h2o[c] + urcan[c]  -> 4izp[c] ,0.01204606317675,0.01204606317675,0,0,0.0141520473696801,0.0141139741219063,0.0210111069355604,0,0,0.0171776716480962,0,0.0246569253279592,0,0.0572780755653387,0,0.0180552157961252,0,0.0257156850896287,0,2.39212613273968,0,0,0,0,0,0.0021489837315961,0.0170476189438245,0,0.048651279139547,0,0.018055215794714,0,0.0256964236956796,0,0.0781108309994143,1,0,0,0,0
RC01167,h[c] + his-L[c]  -> co2[c] + hista[c] ,0,0,0,0,0,0,0,0,0,0,0,0.0120171763371236,0,0.0361945014500658,0,0.0258478128606754,0,0.0560715060232204,0,1.93306156866115,0,0,0,0,0,0,0.00585642309749265,0,0.0270665975528957,0,0.0257129445030907,0,0.0378977721235252,0,0.0632263892449157,0,0,0,0,0
RM00734,akg[m] + tyr-L[m]  <=> glu-L[m] + 34hpp[m] ,0.00853484856400143,0,0.00873248667816107,-1.0696582033011,0,0.00999999999993406,0,0.00999999999996248,-1.16768190037293,0,-0.918425358399418,0.951411604075852,-1000,949.346803294351,-0.572822544974526,0.598754862733101,-1000,999.975541061413,-1000,999.97959113054,0,0,0,0,0,-0.193487741963056,0.228124052702185,-33.4067571950769,24.982663226912,-0.572822544892611,0.598754862646617,-12.9802321202883,9.67992682782315,-47.7773332177492,36.5956938202576,0,0,0,0,0
RC00734,akg[c] + tyr-L[c]  <=> glu-L[c] + 34hpp[c] ,0.0188835657320778,0.0276926343292509,0.00873248667819383,1.08797925808413,0,0.0221252498979314,0.0483023285435103,0.00999999999999999,1.1876819003728,0,-0.923229238867957,0.946607723624454,-949.320255460987,1000,-0.578754862730289,0.589710151645537,-999.975617961208,1000,-999.985095709906,1000,0,0,0,0,0,-0.194670072179575,0.226941722484197,-24.9561153935227,33.4333050287828,-0.578754862645773,0.5897101515613,-9.65992682778841,13.0002321202154,-36.5847168429259,47.7822749936545,0,0,0,0,0
RC02521,o2[c] + 34hpp[c]  -> co2[c] + hgentis[c] ,0.0188835657320778,0.0219594460619145,0.00873248667819383,0.00916052739151323,0,0.0221252498979314,0.0383023285435763,0.00999999999999999,0.00999999999993406,0,0.00570485433402925,0.0348785720466236,0,0.103058095008634,0.00271512737738691,0.047527053184709,0,0.171226647201479,0,6.25319472070768,1,0,1,0,0,0.0136675910532907,0.0276279275752951,0,0.0895988176479398,0.00273236113435354,0.0475270531805548,0.00184180152211201,0.0997440459598213,0,0.20346345434636,1,0,1,1,0
RC02519,o2[c] + hgentis[c]  -> h[c] + 4mlacac[c] ,0.0188835657320778,0.0219594460619145,0.00873248667819383,0.00916052739146116,0,0.0221252498979314,0.0383023285435763,0.00999999999999999,0.00999999999987722,0,0.00999999999976353,0.0353608126605579,0.00999999999976353,0.104585488248812,0.01,0.0481385590477179,0.00999999999976353,0.182198286947997,0,6.6219889647286,1,1,1,1,0,0.0136675910522937,0.027627927678421,0.00999999999976353,0.090691051297231,0.00999999999999999,0.0481385590436474,0.00999999999987722,0.100838986463157,0,0.215305287403232,1,1,1,1,0
RC03181,4mlacac[c]  -> 4fumacac[c] ,0.0188835657320778,0.0219594460619145,0.00873248667819383,0.00916052739146116,0,0.0221252498979314,0.0383023285435763,0.00999999999999999,0.00999999999987722,0,0.00999999999976353,0.0353608126605579,0.00999999999976353,0.104585488248812,0.01,0.0481385590477179,0.00999999999976353,0.182198286947997,0,6.6219889647286,1,1,1,1,0,0.0136675910522937,0.027627927678421,0.00999999999976353,0.090691051297231,0.00999999999999999,0.0481385590436474,0.00999999999987722,0.100838986463157,0,0.215305287403232,1,1,1,1,0
RC01364,h2o[c] + 4fumacac[c]  -> h[c] + fum[c] + acac[c] ,0.0188835657320778,0.0219594460619145,0.00873248667819383,0.00916052739146116,0,0.0221252498979314,0.0383023285435763,0.00999999999999999,0.00999999999987722,0,0.00999999999976353,0.0353608126605579,0.00999999999976353,0.104585488248812,0.01,0.0481385590477179,0.00999999999976353,0.182198286947997,0,6.6219889647286,1,1,1,1,0,0.0136675910522937,0.027627927678421,0.00999999999976353,0.090691051297231,0.00999999999999999,0.0481385590436474,0.00999999999987722,0.100838986463157,0,0.215305287403232,1,1,1,1,0
RC00731,o2[c] + 2 tyr-L[c]  -> 2 34dhphe[c] ,0,0,0.00436624333909691,0.00458026369578675,0,0,0,0.00499999999999999,0.00499999999999992,0,0,0.00843223252805516,0,0.0277169325997282,0,0.0178570073918343,0,0.0856133236007395,0,3.107070706579,0,0,0,0,0,0,0.00141882369106155,0,0.027196143916524,0,0.017857007389939,0,0.043289206220559,0,0.101841583496568,0,0,0,0,0
RC02078,o2[c] + 2 34dhphe[c]  -> 2 h2o[c] + 2 dopaqn[c] ,0,0,0.00873248667819382,0.00916052739157359,0,0,0,0.00999999999999998,0.00999999999999995,0,0,0.0168644650559882,0,0.0554338651994868,0,0.0357140147837098,0,0.171226647201479,0,6.21414141315799,0,0,0,0,0,0,0.00283764738210524,0,0.0543569392505925,0,0.0357140147798593,0,0.085569046931496,0,0.202408675973736,0,0,0,0,0
RCC0018,0.5 o2[c] + 2 dopaqn[c]  -> h2o[c] + co2[c] + 34dhphe[c] + ind56qn[c] ,0,0,0.00873248667819382,0.00916052739157359,0,0,0,0.00999999999999998,0.00999999999999995,0,0,0.0168644650559882,0,0.0554338651994868,0,0.0357140147837098,0,0.171226647201479,0,6.21414141315799,0,0,0,0,0,0,0.00283764738210524,0,0.0543569392505925,0,0.0357140147798593,0,0.085569046931496,0,0.202408675973736,0,0,0,0,0
RC04886,o2[c] + ind56qn[c]  <=> h2o[c] + eumelanin[c] ,0,0,0.00873248667819382,0.00916052739157359,0,0,0,0.00999999999999998,0.00999999999999995,0,0,0.0168644650559882,0,0.0554338651994868,0,0.0357140147837098,0,0.171226647201479,0,6.21414141315802,0,0,0,0,0,0,0.00283764738210524,0,0.0543569392505925,0,0.0357140147798593,0,0.085569046931496,0,0.202408675973743,0,0,0,0,0
RC02080,h[c] + 34dhphe[c]  -> co2[c] + dopa[c] ,0,0,0,0,0,0,0,0,0,0,0,0.0110376955893328,0,0.0492408200367383,0,0.00948563902220828,0,0.0177936998976304,0,6.21414141315802,0,0,0,0,0,0,0.00243074997960999,0,0.0492408200359533,0,0.00948563902098458,0,0.0177839934148371,0,0.203171388732428,0,0,0,0,0
RC00736,h[c] + tyr-L[c]  -> co2[c] + tym[c] ,0.00853484856405771,0.00573318826737423,0.00173998194897688,0.00426569856571179,0,0.01,0.01,0.00199253891027608,0.00465660805690687,0,0,0.0225975011183245,0,0.0562067596073232,0.00110877758730445,0.03417856066356,0,0.161226647201479,0,6.21414141315799,0,0,1,0,0,0.01,0.0128376473856068,0,0.0550035440031613,0.00113113126150993,0.0341785606607686,0.000130281578397187,0.0816511815852506,0,0.203566548389674,1,0,1,1,0
RC01795,o2[c] + phe-L[c] + thbpt[c]  -> h2o[c] + tyr-L[c] + dhbpt[c] ,0.0171935496745929,0.0232009579752,0.0188859903376777,0.0222636759379206,0,0.0201451139355876,0.040467811090784,0.0216272764375794,0.0243039237657866,0,0,0.0405516961450452,0,0.0860357513892369,0,0.0494595921406009,0,0.108302839167264,0,3.73920321530148,0,0,0,0,0,0.000854670535102058,0.0324456166892107,0,0.0701503810752877,0,0.0491490507737492,0,0.0730765366361542,0,0.121951577018573,1,0,0,0,0
RC07211,o2[c] + phe-L[c] + thbpt[c]  -> tyr-L[c] + thbpt4acam[c] ,0.00853484856405771,0,0,0,0,0.01,0,0,0,0,0,0.0358847055039329,0,0.0786088715638717,0,0.0494595921406026,0,0.108302839167264,0,3.73920321530148,0,0,0,0,0,0,0.0286844905566427,0,0.0679197896444715,0,0.0491425942107859,0,0.0730459711362597,0,0.121924513506739,0,0,0,0,0
RC00699,h[c] + phe-L[c]  -> co2[c] + peamn[c] ,0,0,0,0,0,0,0,0,0,0,0,0.0141731108948807,0,0.0510479947409654,0,0.0263724223272552,0,0.108302839167264,0,3.72520399443962,0,0,0,0,0,0,0.00359814792983893,0,0.0494436702379383,0,0.0263724223230218,0,0.0663512538287157,0,0.122019288390968,0,0,0,0,0
RC00694,akg[c] + phe-L[c]  <=> glu-L[c] + phpyr[c] ,-0.00252744026345063,0,0,0,0,-0.0029613182290009,0,0,0,0,-0.00762092212789546,0.014262777100368,-0.0160400409874989,0.0528949324581049,-0.00751960142786438,0.0269407741477669,-0.0112398257757378,0.0970630133915264,-0.385648732795062,83.3800595771986,0,0,0,0,0,-0.00548848964133109,0.00378378731945703,-0.011174845421647,0.0467211964808133,-0.00749996780943936,0.0269407741446347,-0.00835801552599595,0.0608328541121381,-0.0128368152295479,2.99916905042733,0,0,0,0,0
RC01372,o2[c] + phpyr[c]  -> co2[c] + 2hyoxplac[c] ,0,0,0,0,0,0,0,0,0,0,0,0.0142627771004301,0,0.0530650206886309,0,0.026940774147797,0,0.108302839167264,0,3.72520399443962,0,0,0,0,0,0,0.00378378731905451,0,0.0510621779433204,0,0.0269407742473063,0,0.0668121383982655,0,0.121941884555036,0,0,0,0,0
RC01378,phpyr[c]  <=> enphpyr[c] ,0,0,0,0,0,0,0,0,0,0,0,0.012919131379256,0,0.0475327386744716,0,0.0264622352537651,0,0.108302839167264,0,3.72520399443965,0,0,0,0,0,0,0.00308302452531374,0,0.0463155922480148,0,0.0264622352496705,0,0.0669374935166221,0,0.122050241620855,0,0,0,0,0
RC00698,o2[c] + phe-L[c]  <=> h2o[c] + co2[c] + pad[c] ,0,0,0,0,0,0,0,0,0,0,0,0.01355209570319,0,0.0507565234195071,0,0.0263724223263883,0,0.108302839167264,0,3.72520399443965,0,0,0,0,0,0,0.00359814792995578,0,0.0490909820599559,0,0.0263724223230253,0,0.0662279656803491,0,0.121913473799964,0,0,0,0,0
RC00685,h[c] + trp-L[c]  -> co2[c] + trypta[c] ,0,0,0.0119136748947459,0.0118538520973261,0,0,0,0.0136429350925847,0.0129401415340234,0,0,0.0172872774108832,0,0.0483660378611218,0,0.0230656473584343,0,0.0481981516901134,0,1.99056198727418,0,0,0,0,0,0,0.00425848953749539,0,0.0389304283454081,0,0.0230282151050261,0,0.0308146213484444,0,0.065181259997883,0,0,0,0,0
RC00678,o2[c] + trp-L[c]  -> Lfmkynr[c] ,0.02121462286795,0.02121462286795,0.00873248667819365,0.00916052739157354,0,0.0248564725064834,0.037003185450364,0.00999999999999979,0.0099999999999999,0,0.00999999999976353,0.0330799621919585,0.00999999999976353,0.0679918243891165,0.00999999999999979,0.0225403664725005,0.00999999999999979,0.0284243272871451,0,1.99655330860676,1,1,1,1,0,0.0218272796216904,0.0279688093129752,0.00999999999976353,0.0496325227440809,0.00999999999999979,0.0225403664708784,0.0099999999999999,0.0284153913068311,0,0.0651749052891678,1,1,1,1,0
RC03936,h2o[c] + Lfmkynr[c]  -> h[c] + ala-L[c] + nformanth[c] ,0.00853484856405771,0.0154814346005758,0,0.00916052739157385,0,0.01,0.027003185450364,0,0.0100000000000002,0,0,0.0330799621919373,0,0.0679918243890169,0,0.0225403664725328,0,0.0284243272870987,0,1.99655330860676,0,0,0,0,0,0,0.0179688093130656,0,0.0496305583712113,0,0.0225403664708936,0,0.0284153913068308,0,0.0651749052891678,0,0,0,0,0
RC01956,akg[c] + Lkynr[c]  <=> glu-L[c] + 4aphdob[c] ,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,2.28807051428362,1,1,1,1,0,0,-0,0,-0,0,-0,0,-0,0,0.0749007584411174,1,1,1,1,0
RC03445,4aphdob[c]  -> h2o[c] + kynate[c] ,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,2.28807051428365,1,1,1,1,0,0,-0,0,-0,0,-0,0,-0,0,0.0749007584411212,1,1,1,1,0
RC00987,h2o[c] + Lkynr[c]  -> h[c] + ala-L[c] + anth[c] ,0.0126797743038923,0.00573318826737423,0.00873248667819365,0,0,0.0148564725064834,0.01,0.00999999999999979,0,0,0,0.0341060087464908,0,0.0744687459975531,0,0.0268870851670812,0,0.0332948006667973,0,2.29599015394223,0,0,0,0,0,0,0.0279688093150968,0,0.0576887617838424,0,0.0268870851654899,0,0.0332869617808233,0,0.0749436231828768,0,0,0,0,0
RC01960,h[c] + nadph[c] + o2[c] + Lkynr[c]  -> h2o[c] + nadp[c] + hLkynr[c] ,0,0,0,0,0,0,0,0,0,0,0,0.0331316879768296,0,0.0728757724261389,0,0.0268870851670813,0,0.0332891308457125,0,2.29599015394223,0,0,0,0,0,0,0.0271225147592911,0,0.0575829971446627,0,0.0268870851654206,0,0.0332813054491974,0,0.0748639222356721,0,0,0,0,0
RC04171,akg[c] + hLkynr[c]  <=> glu-L[c] + 42A3HP24DB[c] ,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,2.28807051428362,1,1,1,1,0,0,-0,0,-0,0,-0,0,-0,0,0.0748118971671374,1,1,1,1,0
RC02668,h2o[c] + hLkynr[c]  -> ala-L[c] + 3hanthrn[c] ,0,0,0,0,0,0,0,0,0,0,0,0.0331316879768296,0,0.0728757724261389,0,0.0268870851670813,0,0.0332891308457125,0,2.29599015394223,0,0,0,0,0,0,0.0271225147592911,0,0.0575829971446627,0,0.0268870851654206,0,0.0332813054491974,0,0.0748639222356721,0,0,0,0,0
RC02670,4 o2[c] + 2 3hanthrn[c]  <=> 4 h[c] + 2 h2o2[c] + cinnavalininate[c] + 2 o2s[c] ,0,0,0,0,0,0,0,0,0,0,0,0.00955041936129189,0,0.0267246318595729,1.18127729820117e-13,0.0176419913677594,0,0.0247972486027841,0,1.57520671905297,0,0,0,0,0,0,0.00292601444203479,0,0.0254220027683834,0,0.0176419914683532,0,0.0239897631517987,0,0.0514402538268541,0,0,0,0,0
RC02665,o2[c] + 3hanthrn[c]  -> h[c] + cmusa[c] ,0.02121462286795,0.02121462286795,0.00873248667808662,0.0091605273915676,0,0.0248564725064834,0.037003185450364,0.00999999999987722,0.00999999999999342,0,0.00999999999976353,0.0360583480738652,0.00999999999976353,0.0815396754684023,0,0.0371193938777926,0,0.0497034488141961,0,3.16042005093562,1,1,0,0,0,0.0122968525378385,0.0283811664713461,0.00999999999976353,0.0743505343734287,0,0.0371193938763468,0,0.04814856392036,0,0.102875691432009,1,1,0,0,0
RC04293,cmusa[c]  -> h[c] + h2o[c] + quln[c] ,0,0,0.00873248667808662,0.0091605273915676,0,0,0,0.00999999999987722,0.00999999999999342,0,0,0.0274539478307268,0,0.0640958185385844,0,0.037119393877655,0,0.0497034488142129,0,3.15041343810601,0,0,0,0,0,0,0.0100559101767387,0,0.0612105840139611,0,0.0371193939798468,0,0.0481485639203598,0,0.102875691432009,0,0,0,0,0
RC04323,h[c] + cmusa[c]  -> co2[c] + am6sa[c] ,0.02121462286795,0.02121462286795,0,0,0,0.0248564725064834,0.037003185450364,0,0,0,0,0.0360583480738802,0,0.0815396754685754,0,0.0106317852679155,0,0.0178968770023915,0,3.16042005093562,0,0,0,0,0,0.0122968525327696,0.0283811664715075,0,0.0743505343725315,0,0.0106317852664664,0,0.017887655422496,0,0.102863472486535,1,0,0,0,0
RC00842,h[c] + dhap[c] + nadh[c]  <=> nad[c] + glyc3p[c] ,0,0,1.9854997076823,2.54110456510801,0,0,0,2.27369337148873,2.77397190847927,0,-0.0987521824151239,0.0451556262534157,-0.209392183817494,0.144749893210072,-0.107920303474252,7.08598608956913,-0.184151540879839,1000,-155.951443140868,1000,0,0,0,0,0,-0.057985284241352,0.00993537100739203,-0.199744361705469,0.144749893213199,-0.107855953329955,7.01440926636239,-0.161540329337657,9.39019598967428,-4.24059393451682,31.7270011069718,0,0,0,0,0
RM00842,nadh[m] + h[m] + dhap[m]  <=> nad[m] + glyc3p[m] ,-0.0192569444415982,-0.0192569444416644,-2.07835174309706,-2.62415993266801,-0.0412030959373929,-0.022562725392333,-0.0335885436577229,-2.38002280414235,-2.86463848695203,-0.050012074889878,-0.109225679482371,-0,-0.229738120306627,-0,-7.15975026943639,-0.00999999999999091,-1000,-0.00999999999999091,-1000,-0,0,0,1,1,0,-0.0670029883973991,-0,-0.229738120310368,-0,-7.09809047523986,-0.00999999999999091,-9.48667846695833,-0.00999999999999091,-31.6491738312776,-0,0,0,1,1,0
RC01013,dhap[c] + Rtotalcoa[c]  -> coa[c] + adhap[c] ,0.0277917930056559,0.0249901327090387,0.0280551679943658,0.0285367686914612,0.0184245525064281,0.032562725392333,0.0435885436577229,0.0321273527555711,0.0311518840254884,0.022363613189749,0.0310555654993055,0.0491060990686626,0.031055565499057,0.0979135551073866,0.0310051885418445,0.044967052261946,0.0296708216060338,0.14914425905281,0.0166944633914286,152.394010271342,1,1,1,1,1,0.032561837917439,0.0371367955228711,0.031055565499138,0.0979135551068944,0.0310051885421907,0.0449670523650645,0.0296766882559205,0.0804905170619314,0.0166944633914286,4.13935350816222,1,1,1,1,1
RC00851,glyc3p[c] + Rtotalcoa[c]  -> coa[c] + alpa_pl[c] ,0.0903384794887058,0.0847351588954077,0.0909838712411508,0.0920437375782126,0.0701016992476939,0.105846610880881,0.147797621399612,0.104190105973307,0.100478644562408,0.0850890291838884,0.100112172038955,0.456037343883374,0.100112172037938,1.95720878104578,0.0999204978956353,0.847062268404746,0.0948435013394654,18.3064240823249,0.0635190597632834,613.425816278412,1,1,1,1,1,0.105843234222118,0.185922856015723,0.100112172038723,1.9510751647078,0.0999204978965076,0.847062268293722,0.0948658227565903,2.76412894026882,0.0635190597632834,14.2045152938048,1,1,1,1,1
